datetime,timestep,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale,dS-PJ
1983-05-23,20,4.62727415,7.260273973,3.148868715,0.637265227,,4852.455646,3473.963358334251
1983-05-24,21,0.0,0.0,3.064198324,2.372710921,,4876.206253,3589.2561946620717
1983-05-25,22,0.0,0.0,2.705555866,4.16956135,6.1,5138.017714,4166.331074627469
1983-05-26,23,0.0,0.0,2.501170391,2.604943935,,5299.656792,4577.288022015418
1983-05-27,24,0.0,0.0,2.33175419,3.201639523,,5445.516018,4978.353504623496
1983-05-28,25,3.964935535,7.260273973,2.318756983,0.679859499,,5460.454816,5011.787900942101
1983-05-29,26,0.94685427,7.260273973,2.097527933,0.761886796,,5666.525328,5651.165341914686
1983-05-30,27,2.854605245,7.260273973,1.969994413,1.773459938,,5806.065035,6091.960722668408
1983-05-31,28,1.123431215,7.260273973,1.816944134,4.326218394,,5975.715856,6711.341937442607
1983-06-01,29,7.23289827,7.260273973,2.024924581,0.968468332,6.1,5750.434843,5894.627396673891
1983-06-02,30,1.463484155,7.260273973,1.782502793,1.896668159,,6017.020748,6866.886496803817
1983-06-03,31,8.88794329,7.260273973,2.331578212,0.489377251,,5421.148434,4978.8034620555445
1983-06-04,32,0.0,0.0,1.876650838,3.628389638,,5895.857189,6456.509012086313
1983-06-05,33,0.0,0.0,1.67324581,4.81505525,,6158.75496,7407.075880563052
1983-06-06,34,0.0,0.0,1.542067039,4.780429603,,6344.724578,8167.546404029614
1983-06-07,35,22.5,7.260273973,3.801243017,2.20028539,6.0,3876.298299,2772.4903027571254
1983-06-08,36,1.25,7.260273973,2.926734637,2.138712592,,4868.359019,3792.1030495207924
1983-06-09,37,4.5,7.260273973,2.509818436,2.131361181,,5294.611284,4558.406458091832
1983-06-10,38,0.5,7.260273973,2.20200838,3.031716641,,5560.930043,5331.620973056466
1983-06-11,39,21.75,7.260273973,4.80527095,1.317226769,,3923.702951,2093.668817842988
1983-06-12,40,2.25,7.260273973,3.74852514,3.047775603,,4457.409253,2819.2671808248124
1983-06-13,41,5.0,7.260273973,3.081796089,1.683045869,,4884.52426,3564.720748448265
1983-06-14,42,7.75,7.260273973,2.975455307,3.038639639,6.2,4945.594249,3717.852620013873
1983-06-15,43,0.0,0.0,2.708899441,4.264080669,,5125.378477,4160.172911292218
1983-06-16,44,0.75,7.260273973,2.489103352,1.123500056,,5311.911132,4603.875317107586
1983-06-17,45,0.0,0.0,2.287106145,3.473731357,,5482.938051,5094.955022356499
1983-06-18,46,0.0,0.0,2.092851955,4.846822549,,5671.106575,5666.2870230323715
1983-06-19,47,0.0,0.0,1.91627095,6.519950558,,5861.259947,6297.009791726805
1983-06-20,48,0.0,0.0,1.78946648,3.268670735,,6012.265715,6834.906464250639
1983-06-21,49,0.0,0.0,1.674678771,5.01237401,6.0,6159.070326,7399.489091948553
1983-06-22,50,0.0,0.0,1.5615,3.70995939,,6316.088825,8046.020351425217
1983-06-23,51,5.0,7.260273973,1.501215084,2.322626991,,6425.955981,8434.308247750243
1983-06-24,52,0.0,0.0,1.498675978,0.668463411,,6392.978947,8451.416167519841
1983-06-25,53,0.5,7.260273973,1.372675978,1.84567496,,6612.292423,9388.18712360031
1983-06-26,54,0.75,7.260273973,1.296,1.246117372,,6748.837688,10056.801845939875
1983-06-27,55,0.0,0.0,1.212888268,2.177499223,,6900.965105,10887.036641710167
1983-06-28,56,0.25,7.260273973,1.144055866,2.393374471,6.0,7045.029462,11675.508864992004
1983-06-29,57,16.25,7.260273973,1.566628492,1.487484206,,6340.232975,8014.500579030529
1983-06-30,58,4.25,7.260273973,2.130888268,2.767023784,,5608.708012,5545.393695400577
1983-07-01,59,7.25,7.260273973,1.388589385,2.786035479,,6567.793123,9259.555100018613
1983-07-02,60,16.5,7.260273973,4.339458101,4.917047089,,3942.117989,2365.7449754332056
1983-07-03,61,0.0,0.0,1.810055866,5.737688424,,5963.049571,6741.931014598742
1983-07-04,62,0.0,0.0,1.474189944,6.810619068,,6436.753502,8619.722333228518
1983-07-05,63,0.0,0.0,1.341452514,7.016452469,5.8,6661.43639,9650.33037929807
1983-07-06,64,0.0,0.0,1.265027933,4.040836397,,6809.564546,10352.200860674893
1983-07-07,65,0.0,0.0,1.221787709,3.765231738,,6883.164506,10792.197958579078
1983-07-08,66,0.0,0.0,1.163463687,4.889868011,,7008.73748,11442.815899668389
1983-07-09,67,0.0,0.0,1.134301676,4.595057467,,7069.015628,11795.762937377114
1983-07-10,68,0.0,0.0,1.12424581,4.387819239,,7081.535232,11922.136671503373
1983-07-11,69,2.285379775,7.260273973,1.039776536,3.604144942,,7271.153008,13090.211897761958
1983-07-12,70,0.0,0.0,0.966368715,5.979863769,,7462.893755,14288.768789578991
1983-07-13,71,0.0,0.0,0.925139665,7.437114856,6.0,7558.553439,15053.99302923963
1983-07-14,72,0.0,0.0,0.868826816,6.438180778,,7730.851648,16228.721991240025
1983-07-15,73,0.0,0.0,0.868826816,6.747605592,,7730.851648,16228.721991240025
1983-07-16,74,0.5,7.260273973,0.868826816,4.851888552,,7730.851648,16228.721991240025
1983-07-17,75,0.770158825,7.260273973,0.868826816,4.398232195,,7730.851648,16228.721991240025
1983-07-18,76,4.682046435,7.260273973,1.067656425,3.13437079,,7145.83509,12682.224856971634
1983-07-19,77,0.0,0.0,0.870938547,4.763428196,6.2,7706.749554,16181.654423750217
1983-07-20,78,0.0,0.0,0.78149162,4.361082987,,7996.742774,18421.644021135537
1983-07-21,79,0.0,0.0,0.694256983,6.43708406,,8271.946441,21223.692048417128
1983-07-22,80,0.0,0.0,0.597041899,2.209548547,,8717.156107,25420.54564514546
1983-07-23,81,0.0,0.0,0.583265363,2.431022351,,8784.379976,26140.318057314533
1983-07-24,82,0.0,0.0,0.561544693,1.380489498,,8885.506961,27354.133590301637
1983-07-25,83,0.0,0.0,0.535977654,4.376332739,,9012.740718,28921.84613404304
1983-07-26,84,0.0,0.0,0.508701117,4.581891733,,9162.67188,30786.01991436992
1983-07-27,85,0.0,0.0,0.486351955,4.50150988,,9292.041459,32485.289583487953
1983-07-28,86,0.0,0.0,0.468804469,5.01515277,,9398.792574,33944.56978882276
1983-07-29,87,0.0,0.0,0.450226257,6.39534205,,9510.333361,35626.14314009542
1983-07-30,88,0.0,0.0,0.440522346,5.270946144,,9578.529571,36566.529152788185
1983-07-31,89,10.72284153,7.260273973,0.582712291,1.749184729,,8696.370657,26169.994549135296
1983-08-01,90,2.5,7.260273973,0.569865922,2.287126994,6.4,8819.832879,26877.114760489472
1983-08-02,91,10.0,7.260273973,0.781592179,2.387067427,,7934.061582,18418.808638033115
1983-08-03,92,0.0,0.0,0.563681564,4.678782401,,8848.137892,27230.16094653606
1983-08-04,93,0.75,7.260273973,0.51903352,1.620939553,,9111.513336,30054.557608307237
1983-08-05,94,0.75,7.260273973,0.487835196,4.882873041,6.5,9274.41558,32367.214122730347
1983-08-06,95,0.0,0.0,0.455555866,5.116996127,,9476.897305,35128.33875115008
1983-08-07,96,0.0,0.0,0.438787709,4.040906278,,9590.75391,36739.44286438293
1983-08-08,97,0.0,0.0,0.436424581,2.872824203,,9608.16631,36977.43480281846
1983-08-09,98,0.0,0.0,0.42151676,4.094865408,6.4,9707.133309,38546.48343362333
1983-08-10,99,0.0,0.0,0.413773743,4.210283555,,9764.524164,39410.50801229923
1983-08-11,100,0.0,0.0,0.404396648,5.256412383,,9831.813448,40505.58907556784
1983-08-12,101,0.0,0.0,0.399494413,3.591642796,,9869.029193,41100.5745176714
1983-08-13,102,0.0,0.0,0.387804469,5.544911408,,9954.316051,42586.1553213819
1983-08-14,103,0.0,0.0,0.380187151,5.572416785,,10014.29692,43608.246116061266
1983-08-15,104,0.0,0.0,0.378100559,3.008033277,,10032.9212,43896.11766641625
1983-08-16,105,56.50166788,7.260273973,1.477282123,0.886948987,6.1,5466.137069,8598.129942919299
1983-08-17,106,10.59460913,7.260273973,1.816893855,2.076557323,,5833.778788,6711.564291228704
1983-08-18,107,0.0,0.0,0.825335196,4.124992379,,7792.389599,17257.092773745542
1983-08-19,108,0.133844945,7.260273973,0.636662011,5.012790904,,8524.76831,23540.173190578225
1983-08-20,109,4.92155366,7.260273973,0.624946927,2.131954325,,8596.126203,24068.947039315928
1983-08-21,110,1.95830789,7.260273973,0.587212291,1.58698102,,8763.307623,25930.316000530795
1983-08-22,111,0.0,0.0,0.546536313,3.592094411,,8957.298012,28254.89569641661
1983-08-23,112,4.681429415,7.260273973,0.543142458,1.056923804,6.4,8990.144377,28466.169662923756
1983-08-24,113,0.38507941,7.260273973,0.53253352,0.62377689,,9031.732897,29145.683942361808
1983-08-25,114,0.0,0.0,0.484793296,2.891906367,,9282.428193,32610.223488971715
1983-08-26,115,0.0,0.0,0.440648045,3.617926216,,9575.06991,36554.057150895635
1983-08-27,116,0.0,0.0,0.423829609,3.711134278,,9691.576498,38295.11144676431
1983-08-28,117,0.0,0.0,0.423226257,0.478942026,,9702.115458,38360.39611610578
1983-08-29,118,0.0,0.0,0.405678771,4.105426223,,9815.235076,40352.579102305
1983-08-30,119,0.0,0.0,0.393310056,4.411160719,6.8,9916.028011,41874.421800687065
1983-08-31,120,7.926874445,7.260273973,0.444318436,2.81861888,,9572.850555,36193.28928550715
1983-09-01,121,8.981029025,7.260273973,0.730332402,2.645046828,,8090.197407,19975.776793139972
1983-09-02,122,41.8552063,7.260273973,2.888497207,1.343212193,,5638.820258,3852.306715543785
1983-09-03,123,55.65786145,7.260273973,29.47027374,1.075193793,,1089.464224,237.84930109372783
1983-09-04,124,7.17246869,7.260273973,7.536192737,1.343171765,,3209.371583,1220.8924361168536
1983-09-05,125,0.0,0.0,4.028053073,2.980703179,,4323.086945,2586.518605153858
1983-09-06,126,0.0,0.0,2.967787709,2.669657746,7.9,4938.327084,3729.3605723516835
1983-09-07,127,0.0,0.0,2.408832402,2.963977039,,5364.258771,4788.19984710578
1983-09-08,128,23.38528584,7.260273973,4.64701676,0.399186056,,3968.413735,2179.390089711538
1983-09-09,129,9.18081137,7.260273973,5.549530726,1.645892506,,3764.853449,1761.8345393466223
1983-09-10,130,23.88354611,7.260273973,7.908134078,0.612138996,,3004.076402,1152.3819776152689
1983-09-11,131,2.064070055,7.260273973,7.219935754,0.937216566,,3274.241476,1285.2754392466784
1983-09-12,132,0.0,0.0,4.546910615,1.31397069,,4114.947218,2237.0081707566496
1983-09-13,133,8.98759144,7.260273973,4.137863128,0.410159109,7.6,4318.115098,2504.4980867073295
1983-09-14,134,10.12882235,7.260273973,4.133136872,1.14587385,,4321.670143,2507.9297490143404
1983-09-15,135,27.34331758,7.260273973,7.801391061,0.988572942,,3232.433448,1171.3097226057207
1983-09-16,136,33.19374959,7.260273973,23.87368156,0.672041166,8.5,1560.024896,306.2453007164415
1983-09-17,137,26.48007671,7.260273973,14.24677374,1.168207383,,2398.462254,568.9177078315363
1983-09-18,138,18.58029183,7.260273973,25.8498352,2.179563485,,1217.527759,278.36978603248207
1983-09-19,139,28.54902862,7.260273973,26.45210615,1.248753637,11.5,1384.28454,270.78100794507776
1983-09-20,140,11.38880321,7.260273973,11.69323743,0.967913896,8.8,2555.074483,720.9919503567846
1983-09-21,141,17.26566615,3.287671233,15.25867039,0.516802205,,2113.486783,523.9681003670788
1983-09-22,142,0.49600682,3.287671233,9.361432961,1.405355587,,2881.946444,941.3588491182137
1983-09-23,143,0.32865642,3.287671233,6.201402235,1.232090316,,3566.61907,1542.2604826453826
1983-09-24,144,0.1673504,3.287671233,4.58625419,2.275174917,,4109.513171,2214.0335248865695
1983-09-25,145,0.0,0.0,3.71172067,2.136503589,,4510.578684,2852.7902332711906
1983-09-26,146,0.0,0.0,3.200782123,1.37807668,,4801.306804,3406.5815606135593
1983-09-27,147,0.49600682,3.287671233,2.809709497,2.696683815,8.2,5055.593319,3982.043559925469
1983-09-28,148,0.0,0.0,2.469645251,1.945868501,,5321.851441,4647.34881548687
1983-09-29,149,0.25,0.912402392,2.225061453,0.951949721,,5540.764982,5265.543377098193
1983-09-30,150,0.5,1.902197,2.000891061,0.34159422,,5764.752836,5979.502410429206
1983-10-01,151,6.0,6.984854774,1.91026257,0.621835771,,5879.454046,6320.730646546006
1983-10-02,152,6.5,1.511422447,1.922178771,1.442858656,,5866.65731,6273.844681841564
1983-10-03,153,13.0,3.301855867,2.778687151,0.637749075,7.7,4993.63424,4035.347966666315
1983-10-04,154,6.0,5.410958904,2.677198324,0.689195747,,5142.216615,4219.239502203038
1983-10-05,155,7.75,5.410958904,2.856041899,0.839733477,,5041.36104,3904.797545890243
1983-10-06,156,5.25,5.410958904,2.726773743,0.896597756,,5126.148507,4127.533434595081
1983-10-07,157,33.5,5.410958904,8.279849162,1.54847487,,2867.771204,1090.6406208279436
1983-10-08,158,65.25,5.410958904,20.75709218,0.444043233,,1329.719026,362.2162953623696
1983-10-09,159,54.5,5.410958904,32.77704469,0.214150568,,1107.789199,209.34679142650157
1983-10-10,160,23.75,5.410958904,19.06622346,1.023020008,,1628.60282,401.0908454003651
1983-10-11,161,15.5,5.410958904,8.977902235,0.697308504,8.1,2952.389567,989.77705899385
1983-10-12,162,12.5,25.75342466,7.070958101,0.499064577,,3335.493738,1317.803049787713
1983-10-13,163,15.75,25.75342466,5.221407821,0.457869342,,3900.677632,1895.3307125078322
1983-10-14,164,5.25,25.75342466,4.634572626,0.67231168,,4059.430537,2186.403795256699
1983-10-15,165,39.5,25.75342466,12.25923184,0.335868579,,2343.120942,681.2579131435701
1983-10-16,166,13.5,25.75342466,9.580826816,0.99907992,,2768.1959,915.5719247656328
1983-10-17,167,37.5,25.75342466,9.305522346,0.670955851,,2880.562466,948.1443487874659
1983-10-18,168,10.5,25.75342466,9.527078212,0.293938151,10.1,2637.960516,921.7687088611463
1983-10-19,169,0.0,0.0,5.049201117,1.262799521,,3937.358154,1973.053279845174
1983-10-20,170,0.0,0.0,4.866863128,0.76065786,,4024.913513,2061.958875713636
1983-10-21,171,0.0,0.0,4.70252514,1.614229702,,4079.800663,2148.6009700526356
1983-10-22,172,0.0,0.0,4.083284916,1.533591153,,4331.602773,2544.658460069853
1983-10-23,173,0.0,0.0,3.430357542,1.856928399,,4662.317201,3135.3269393110863
1983-10-24,174,0.0,0.0,2.972212291,1.148186433,,4944.925934,3722.7119578115025
1983-10-25,175,0.12006417,16.98630137,2.628829609,0.713301603,7.9,5193.83208,4312.381530713558
1983-10-26,176,0.0,0.0,2.34972905,0.962749483,,5426.004229,4932.783384472692
1983-10-27,177,3.29627742,11.50684932,2.177069832,0.325196907,,5591.759521,5404.83544906573
1983-10-28,178,2.68037234,11.50684932,2.022486034,0.514160773,,5742.055297,5903.138238107218
1983-10-29,179,0.0,0.0,1.815687151,0.878716767,,5979.315875,6716.904874745518
1983-10-30,180,8.168973285,11.50684932,1.986058659,0.36323394,,5784.932942,6033.010167039689
1983-10-31,181,0.72817714,11.50684932,1.794594972,0.594371532,,5996.801047,6811.52859919748
1983-11-01,182,17.44553348,11.50684932,3.370751397,0.237003356,8.7,4621.868803,3201.857909438386
1983-11-02,183,1.97676243,5.890410959,2.596550279,0.322775391,,5204.195443,4376.66432087872
1983-11-03,184,2.30541885,5.890410959,2.404407821,0.349482906,,5384.653474,4798.7534698975305
1983-11-04,185,0.0,0.0,2.220812849,0.242312504,,5546.260958,5277.608032743775
1983-11-05,186,0.32865642,5.890410959,2.069773743,0.671462301,,5697.651414,5742.0198000469645
1983-11-06,187,0.08004278,5.890410959,1.978868715,0.283484317,,5796.45579,6059.264981714226
1983-11-07,188,0.0,0.0,1.892463687,0.362448281,,5892.68913,6391.971444624629
1983-11-08,189,0.0,0.0,1.811162011,0.00556687,8.3,5987.662921,6737.001678280394
1983-11-09,190,0.25,3.424657534,1.723198324,0.117288753,,6098.819244,7150.765131407352
1983-11-10,191,0.0,0.0,1.633977654,0.149017728,,6215.593036,7620.676415724568
1983-11-11,192,0.0,0.0,1.547673184,0.027788125,,6338.249779,8132.143800032677
1983-11-12,193,0.0,0.0,1.47451676,0.122515406,,6448.601872,8617.435508445644
1983-11-13,194,2.25,3.424657534,1.399625698,0.152152881,,6568.204006,9172.230250162294
1983-11-14,195,0.0,0.0,1.324407821,0.28932996,,6697.469865,9799.168384178076
1983-11-15,196,0.0,0.0,1.286773743,0.45023032,7.8,6766.389116,10143.165880744129
1983-11-16,197,0.0,0.0,1.237902235,0.148044791,,6857.201907,10624.276081203272
1983-11-17,198,0.0,0.0,1.189382682,0.090888116,,6952.41945,11145.033259597809
1983-11-18,199,0.0,0.0,1.136639665,0.0,,7060.121153,11766.732640045622
1983-11-19,200,0.0,0.0,1.092469274,0.0,,7156.742757,12338.302812646736
1983-11-20,201,1.518924355,3.424657534,1.061698324,0.268622951,,7228.608271,12767.438674116358
1983-11-21,202,0.0,0.0,1.021324022,0.569346028,,7319.981109,13373.717464749729
1983-11-22,203,0.0,0.0,0.97873743,0.448679756,7.5,7427.25024,14072.972002988314
1983-11-23,204,0.0,0.0,0.986530726,0.555168822,,7417.535146,13940.050358859713
1983-11-24,205,9.14072805,3.424657534,1.103329609,0.264309397,,7168.551452,12193.107616380377
1983-11-25,206,65.50855099,3.424657534,13.89982123,0.16730783,,1870.346929,585.9925402107859
1983-11-26,207,43.1645491,3.424657534,29.69286034,0.230427613,,1200.273768,235.71092215579836
1983-11-27,208,60.93818699,3.424657534,39.92477933,0.270425752,,879.6343861,165.20427374440027
1983-11-28,209,18.53536522,3.424657534,18.13738827,0.539125179,,1890.025773,425.8579128672517
1983-11-29,210,0.780697375,3.424657534,7.946094972,0.294916062,8.8,3129.69696,1145.7853338150012
1983-11-30,211,1.288515605,10.54794521,5.445502793,0.171511882,,3803.763298,1802.2458805354665
1983-12-01,212,0.253909115,10.54794521,4.465659218,0.039573126,,4167.628825,2285.8646384210306
1983-12-02,213,0.0,0.0,3.913793296,1.381065339,,4416.487525,2677.245622574309
1983-12-03,214,0.0,0.0,3.554824022,0.915012505,,4601.691033,3004.2800698230967
1983-12-04,215,0.0,0.0,3.308354749,0.762184877,,4742.189602,3274.3300059305093
1983-12-05,216,4.5,10.54794521,3.21073743,0.030796416,,4803.332969,3393.9332249452336
1983-12-06,217,0.5,10.54794521,3.063620112,0.160939318,7.8,4893.988614,3590.0676136921275
1983-12-07,218,2.888733285,1.369863014,2.975606145,0.179959867,,4957.09158,3717.62688737971
1983-12-08,219,78.52721271,1.369863014,29.42062291,0.084644903,,764.4245752,238.33114967367794
1983-12-09,220,18.69966281,1.369863014,26.40356145,0.126220465,7.1,1094.500525,271.3785879457237
1983-12-10,221,0.9847488,1.369863014,7.851343575,0.0,,3143.935742,1162.381697855262
1983-12-11,222,0.0,0.0,5.314248603,0.0,,3847.466623,1855.7196415939338
1983-12-12,223,0.52384571,1.369863014,4.484011173,0.0,,4163.799744,2274.659487830323
1983-12-13,224,7.21966677,1.369863014,5.934921788,0.196770033,7.2,3670.427297,1625.6215156509463
1983-12-14,225,22.67075772,2.465753425,9.018276536,0.166077786,,2929.576634,984.4666872649445
1983-12-15,226,2.296933545,2.465753425,10.71334358,0.072312486,,2628.688662,800.7758340721482
1983-12-16,227,3.55935534,2.465753425,6.624502793,0.0772792,,3464.757723,1424.9588126343733
1983-12-17,228,0.49600682,2.465753425,5.105639665,0.045927754,,3913.075378,1946.9458681266515
1983-12-18,229,1.822721255,2.465753425,4.114030726,0.069829122,,4320.919782,2521.8907483528737
1983-12-19,230,14.37815332,2.465753425,6.211256983,0.05777382,,3592.046575,1539.3281681804542
1983-12-20,231,21.78058138,2.465753425,8.44275419,0.129808386,6.7,3168.770107,1065.4600937618025
1983-12-21,232,4.17655305,6.849315068,12.79880447,0.171137625,,2311.810278,646.9597289520896
1983-12-22,233,6.194651065,6.849315068,7.381307263,0.178986473,,3285.629085,1251.6662387200588
1983-12-23,234,20.9815036,6.849315068,13.08288268,0.062326128,8.1,2298.908564,630.1482322657832
1983-12-24,235,37.28074155,6.849315068,28.86232123,0.119414796,,1226.704087,243.8749937990034
1983-12-25,236,18.88818671,6.849315068,12.59565084,0.154478603,,2460.486143,659.4942992179153
1983-12-26,237,5.95086135,6.849315068,10.09797486,0.160814479,,2722.249651,859.6403361275279
1983-12-27,238,24.62863591,6.849315068,12.82303911,0.130725063,7.4,2458.090399,645.4935797248035
1983-12-28,239,5.736521415,12.32876712,11.85395531,0.220159535,,2534.416743,709.2849254583476
1983-12-29,240,0.12006417,12.32876712,8.05497486,0.24131613,,3133.11972,1127.2434151072769
1983-12-30,241,0.36798463,12.32876712,5.794541899,0.09568202,,3689.920884,1672.9338785579644
1983-12-31,242,8.54475003,12.32876712,4.825206704,0.218409546,,4037.192036,2083.307784765472
1984-01-01,243,51.62869267,12.32876712,26.27665642,0.159138036,,1179.191121,272.9522491903708
1984-01-02,244,30.94563791,12.32876712,26.56862849,0.171516981,,1322.397378,269.35642632305854
1984-01-03,245,2.25,12.32876712,14.40346927,0.322618923,,2176.633344,561.5020997395302
1984-01-04,246,4.5,12.32876712,8.139293296,0.0,8.5,3112.447213,1113.258381977125
1984-01-05,247,29.75,14.38356164,19.27003073,0.225459864,,1712.664949,396.0067516633308
1984-01-06,248,8.5,14.38356164,10.38984637,0.083482987,,2737.589534,830.765194104775
1984-01-07,249,7.25,14.38356164,10.35756704,0.211898903,,2731.966815,833.8707171191729
1984-01-08,250,2.25,14.38356164,6.98623743,0.0,,3375.816432,1336.9818474439203
1984-01-09,251,14.25,14.38356164,5.983592179,0.0,,3696.024828,1609.7868031516136
1984-01-10,252,29.97193851,14.38356164,14.3129162,0.175410781,9.3,2255.230824,565.7657483646166
1984-01-11,253,19.92473958,14.38356164,23.14161453,0.275861536,,1560.27622,317.90694829094105
1984-01-12,254,10.69132368,14.38356164,22.23402235,0.128634208,,1576.942096,333.5413697896141
1984-01-13,255,5.8316311,14.38356164,26.46482682,0.295559558,,1120.980886,270.62481644640303
1984-01-14,256,9.719385155,14.38356164,12.26234916,0.130996677,,2471.823404,681.0502170307542
1984-01-15,257,0.0,0.0,7.669081006,0.055510776,,3213.0552,1195.5759825771963
1984-01-16,258,11.75,14.38356164,13.84056704,0.014249524,,2170.652168,589.002844997746
1984-01-17,259,0.0,0.0,8.785030726,0.0,9.4,2983.446578,1015.8865670900861
1984-01-18,260,0.25,5.16970701,6.245522346,0.0,,3564.673213,1529.2115016446442
1984-01-19,261,0.25,6.7783692,4.788653631,0.0,,4033.258176,2102.3776461007383
1984-01-20,262,0.0,0.0,3.95250838,0.040706847,,4394.625648,2645.858556405559
1984-01-21,263,17.5,2.850009619,3.41627933,0.051299996,,4675.25979,3150.8107357974777
1984-01-22,264,0.5,1.428736879,3.192536313,0.098884185,,4807.760757,3417.1235867235564
1984-01-23,265,1.5,4.273066618,4.254310056,0.0,,4216.00104,2422.5885454275854
1984-01-24,266,4.25,3.0993084,3.223935754,0.0,,4777.10406,3377.296836253485
1984-01-25,267,0.5,45.27223786,2.847142458,0.0,8.6,5039.936379,3919.4206167798975
1984-01-26,268,0.25,23.28767123,2.935759777,0.001176478,,4993.451435,3778.1443606162484
1984-01-27,269,5.0,7.123287671,4.625446927,0.0,,4121.767271,2191.573537196952
1984-01-28,270,14.0,7.123287671,4.676631285,0.086836741,,4132.485433,2162.863725710562
1984-01-29,271,9.75,7.123287671,10.08208659,0.11213319,,2796.839912,861.264969504741
1984-01-30,272,7.974481005,7.123287671,10.02089665,0.189632355,,2806.998106,867.5747825150686
1984-01-31,273,10.12519128,7.123287671,10.04694134,0.266396641,10.0,2799.622119,864.8787679171023
1984-02-01,274,39.24657193,9.589041096,23.22319274,0.216879961,,1468.85503,316.56737235239666
1984-02-02,275,14.39599005,9.589041096,16.34211453,0.389562527,,2013.910321,482.57894721499986
1984-02-03,276,7.47995528,9.589041096,15.66319274,0.475061057,,2107.018226,507.77801666982646
1984-02-04,277,39.51603512,9.589041096,23.5827905,0.272555619,,1540.231869,310.7838286327422
1984-02-05,278,27.52391871,9.589041096,19.6497905,0.282237844,,1781.119038,386.84223078081106
1984-02-06,279,32.90261631,9.589041096,24.20167877,0.590900686,10.4,1466.844508,301.2715409449817
1984-02-07,280,8.33570051,9.589041096,14.95792458,0.585377206,10.3,2140.265481,536.6300308628478
1984-02-08,281,11.09707808,42.46575342,10.17638547,0.682414221,,2762.015623,851.7041783834368
1984-02-09,282,0.133844945,42.46575342,6.997902235,1.023836222,,3367.784603,1334.3109034215463
1984-02-10,283,0.65400377,42.46575342,5.454829609,0.487314964,,3804.154764,1798.5535785255456
1984-02-11,284,0.0,0.0,4.426692737,0.501838505,,4181.387742,2309.9950930440336
1984-02-12,285,0.0,0.0,3.78600838,0.201791015,,4476.603681,2785.861090626117
1984-02-13,286,0.0,0.0,3.301818436,0.982326257,,4739.523569,3282.095999853018
1984-02-14,287,0.0,0.0,2.916703911,0.70178656,8.0,4986.567141,3807.7283936692847
1984-02-15,288,0.0,0.0,2.587952514,0.854603727,,5222.34752,4394.083602837338
1984-02-16,289,0.0,0.0,2.257768156,0.254788502,,5507.804419,5174.334877645374
1984-02-17,290,0.85395389,8.254135879,2.031963687,0.232682316,,5731.835562,5870.1858260720655
1984-02-18,291,0.0,0.0,1.77227095,0.683156151,,6026.584058,6914.376119917984
1984-02-19,292,0.0,0.0,1.552600559,0.391892663,,6327.696356,8101.259339542428
1984-02-20,293,0.0,0.0,1.476075419,0.203680302,7.5,6457.028799,8606.544422973728
1984-02-21,294,21.75640386,4.794520548,3.887798883,0.290584919,,4356.404275,2698.7054309185205
1984-02-22,295,6.72936507,4.794520548,6.278731844,0.43554036,,3527.203957,1519.5222952815834
1984-02-23,296,0.8173984,4.794520548,4.471215084,0.471899279,,4146.554603,2282.461727617171
1984-02-24,297,0.0,0.0,3.520910615,0.775110988,,4610.368987,3038.9781966976507
