,timestep,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale,Rn,Ta
2005-09-24,8180,1.0,5.068493151,1.712312849,1.785340164,,6106.732181,115.33333333333333,7.1044583333333335
2005-09-25,8181,5.5,5.068493151,1.845377095,1.391647694,,5954.343372,79.625,10.21125
2005-09-26,8182,20.5,5.068493151,4.225851955,1.220505964,,3654.345758,62.166666666666664,10.78875
2005-09-27,8183,6.25,5.068493151,4.560913408,2.206740452,5.8,4001.474559,117.79166666666667,9.407708333333334
2005-09-28,8184,39.5,3.835616438,15.10428771,0.731739717,,1590.163708,42.25,7.644041666666666
2005-09-29,8185,13.25,3.835616438,8.798103352,1.72452547,,2927.613631,100.75,7.78625
2005-09-30,8186,39.25,3.835616438,23.12597765,0.650058048,,1415.130689,29.0,12.544583333333334
2005-10-01,8187,19.0,3.835616438,17.91615922,1.085687655,,1919.26111,54.875,7.039375
2005-10-02,8188,0.25,3.835616438,9.853391061,1.719416697,,2782.972414,101.83333333333333,7.592041666666667
2005-10-03,8189,0.0,0.0,6.052022346,0.56004716,,3605.575637,31.875,8.015416666666667
2005-10-04,8190,0.0,0.0,4.425863128,0.924313184,6.8,4173.856419,55.0,7.6754999999999995
2005-10-05,8191,0.25,1.780821918,3.587706704,2.486840433,,4575.463258,133.29166666666666,8.341916666666666
2005-10-06,8192,0.25,1.780821918,3.096854749,0.398375696,,4864.286656,26.5,9.454583333333334
2005-10-07,8193,0.5,1.780821918,2.696681564,0.712609679,,5139.711837,32.666666666666664,10.700416666666667
2005-10-08,8194,13.5,1.780821918,3.32472067,0.729756027,,4728.322289,40.708333333333336,8.849208333333333
2005-10-09,8195,0.25,1.780821918,2.944935754,1.360364672,,4941.740661,80.875,7.42925
2005-10-10,8196,0.5,1.780821918,2.404986034,2.061463613,,5375.982599,71.70833333333333,12.384583333333333
2005-10-11,8197,20.25,1.780821918,4.862689944,0.377465055,6.6,3752.351,9.541666666666666,13.75625
2005-10-12,8198,13.0,0.273972603,10.08369553,0.755476589,,2747.31236,44.5,9.872291666666667
2005-10-13,8199,0.0,0.0,5.230382682,1.484101176,,3857.120544,110.125,6.6215
2005-10-14,8200,0.0,0.0,3.951527933,0.392384964,,4391.384722,24.416666666666668,7.5406249999999995
2005-10-15,8201,0.0,0.0,3.383346369,0.820494504,,4690.604429,54.625,11.047083333333333
2005-10-16,8202,0.75,0.273972603,2.942371508,0.926044741,,4966.529354,57.291666666666664,9.628333333333332
2005-10-17,8203,2.25,0.273972603,2.717924581,1.070411768,,5127.411355,49.958333333333336,10.622916666666667
2005-10-18,8204,11.25,0.273972603,2.624832402,0.219182639,6.9,5271.738167,10.25,7.489541666666667
2005-10-19,8205,14.5,1.643835616,7.389100559,0.386303865,,3223.079103,24.875,7.440041666666667
2005-10-20,8206,14.25,1.643835616,7.642307263,0.950917198,,3255.783319,57.166666666666664,7.400791666666667
2005-10-21,8207,27.25,1.643835616,17.19369553,0.458681877,,1859.935003,21.083333333333332,8.210833333333333
2005-10-22,8208,2.75,1.643835616,9.525796089,0.588830868,,2830.102365,38.833333333333336,7.6306666666666665
2005-10-23,8209,19.5,1.643835616,6.745424581,0.729248966,,3538.315148,48.833333333333336,8.152083333333334
2005-10-24,8210,49.0,1.643835616,36.72857263,0.549536053,,1030.373561,21.708333333333332,12.034583333333332
2005-10-25,8211,10.25,1.643835616,21.31597207,0.907745301,5.4,1600.899118,27.791666666666668,9.064166666666667
2005-10-26,8212,10.5,8.082191781,11.92942458,0.376079427,,2526.982035,19.041666666666668,11.5475
2005-10-27,8213,0.0,0.0,7.82851676,1.325133897,,3165.355247,58.458333333333336,12.562916666666666
2005-10-28,8214,4.0,8.082191781,5.897312849,0.702419926,,3672.312494,21.5,10.608333333333333
2005-10-29,8215,6.0,8.082191781,5.047114525,0.611836405,,3955.459034,17.958333333333332,11.157083333333333
2005-10-30,8216,10.75,8.082191781,6.130960894,1.139673919,,3601.422887,41.416666666666664,11.156666666666666
2005-10-31,8217,8.25,8.082191781,5.142192737,0.855901834,,3936.865181,52.041666666666664,8.371041666666667
2005-11-01,8218,8.25,8.082191781,6.104061453,1.185857303,6.9,3607.131498,67.875,6.362666666666667
2005-11-02,8219,19.75,3.698630137,9.898743017,0.776209484,,2856.129809,29.708333333333332,11.193333333333333
2005-11-03,8220,47.0,3.698630137,27.83835754,0.555533877,,1341.684981,14.0,9.4535
2005-11-04,8221,24.75,3.698630137,27.68206425,0.581403248,,1329.100749,27.25,4.688541666666667
2005-11-05,8222,22.0,3.698630137,16.91502235,0.288817291,,2035.622856,12.583333333333334,7.737833333333334
2005-11-06,8223,29.5,3.698630137,34.3003324,0.538698729,,1023.765766,36.083333333333336,8.11175
2005-11-07,8224,34.5,3.698630137,17.41970112,1.10533835,,2121.871233,60.125,6.640916666666667
2005-11-08,8225,44.25,3.698630137,45.53467039,0.269751888,5.6,675.3689137,7.708333333333333,6.596958333333333
2005-11-09,8226,5.0,5.342465753,14.39891899,0.859872395,,2196.859069,65.29166666666667,4.53225
2005-11-10,8227,61.0,5.342465753,34.72589665,0.401175033,,1093.849994,16.5,10.1725
2005-11-11,8228,30.5,5.342465753,32.48014525,0.458368254,,1143.044688,8.583333333333334,7.325833333333333
2005-11-12,8229,8.0,5.342465753,17.7975,0.57975196,,1914.419989,49.333333333333336,4.082958333333333
2005-11-13,8230,1.0,5.342465753,9.535776536,0.589709052,,2854.017872,65.875,2.8360833333333333
2005-11-14,8231,1.0,5.342465753,6.593932961,0.619751125,,3468.956361,58.958333333333336,4.246625
2005-11-15,8232,4.0,5.342465753,5.598804469,0.828159313,6.6,3762.010679,49.75,6.250958333333333
2005-11-16,8233,1.75,4.39419289,4.452662011,0.30725893,,4169.516887,46.375,1.3226250000000002
2005-11-17,8234,0.0,0.0,3.755840782,0.574846507,,4491.140637,65.0,0.5881666666666666
2005-11-18,8235,0.0,0.0,3.291058659,0.487743788,,4747.229007,67.41666666666667,-0.6773333333333333
2005-11-19,8236,0.5,13.7218601,2.928544693,0.646245197,,4976.524011,70.08333333333333,0.4056666666666667
2005-11-20,8237,0.25,1.410123144,2.619930168,0.492147283,,5201.940077,59.666666666666664,2.0247916666666668
2005-11-21,8238,0.0,0.0,2.385653631,0.399490222,,5397.197682,41.583333333333336,2.58075
2005-11-22,8239,0.25,2.071939959,2.18772905,0.643062276,6.8,5577.077269,62.541666666666664,4.160458333333334
2005-11-23,8240,0.25,5.068660419,2.011927374,0.992325529,,5758.00423,63.208333333333336,3.4560416666666662
2005-11-24,8241,7.5,3.154158851,2.204597765,0.32411017,,5570.500481,14.0,2.4848333333333334
2005-11-25,8242,2.75,2.059335466,1.93346648,0.165035276,,5836.754621,58.208333333333336,-1.70225
2005-11-26,8243,1.5,3.775871216,1.896310056,0.213474269,,5894.16956,26.541666666666668,0.8159166666666667
2005-11-27,8244,0.5,1.804276356,1.812067039,0.188610691,,5981.928666,33.625,0.5112916666666666
2005-11-28,8245,0.25,5.873146847,1.657156425,0.155160044,,6179.833637,45.083333333333336,-0.9902500000000001
2005-11-29,8246,0.0,0.0,1.523664804,0.212012179,7.1,6373.288855,38.291666666666664,-0.3794166666666667
2005-11-30,8247,6.75,7.912297945,1.722594972,0.276942619,,6109.964949,16.25,3.7993333333333332
2005-12-01,8248,11.0,2.988048003,2.627120112,0.186808313,,5176.821118,7.375,4.799458333333333
2005-12-02,8249,17.0,2.65003019,6.180486034,0.161115578,,3622.705315,9.583333333333334,3.406166666666667
2005-12-03,8250,21.25,7.852389951,12.1692067,0.267146917,,2493.318067,6.958333333333333,3.579708333333333
2005-12-04,8251,16.0,8.258613622,10.34167877,0.32240044,,2775.178301,16.458333333333332,3.6703333333333332
2005-12-05,8252,15.0,4.677329164,10.81624022,0.207219775,6.2,2698.395234,7.791666666666667,2.875916666666667
2005-12-06,8253,3.25,5.479452055,10.49440223,0.030531212,,2705.355025,22.583333333333332,1.7044166666666667
2005-12-07,8254,18.25,5.479452055,7.560226257,0.177513057,,3362.364399,16.875,1.8111666666666668
2005-12-08,8255,7.25,5.479452055,16.13923743,0.262526434,,1964.413132,22.625,2.5265
2005-12-09,8256,0.75,5.479452055,7.430756983,0.355275864,,3262.219343,18.375,4.12925
2005-12-10,8257,0.25,5.479452055,5.514460894,0.334462897,,3783.718502,15.875,5.930208333333333
2005-12-11,8258,0.25,5.479452055,4.536955307,0.544791574,,4138.607145,46.041666666666664,4.72825
2005-12-12,8259,0.5,5.479452055,3.947053073,0.124303272,6.7,4399.072535,33.833333333333336,2.2656666666666667
2005-12-13,8260,0.0,0.0,3.494639665,0.224082854,,4632.452438,41.666666666666664,0.9071250000000001
2005-12-14,8261,0.25,5.205479452,2.816094972,0.299032537,,5027.379074,19.833333333333332,4.3849583333333335
2005-12-15,8262,0.25,5.205479452,2.36403352,0.59839862,,5415.991436,34.5,5.643791666666666
2005-12-16,8263,13.75,5.205479452,3.699226257,0.639679076,,4479.139486,36.333333333333336,4.343375
2005-12-17,8264,0.25,5.205479452,2.56198324,0.136551752,,5237.749544,42.666666666666664,-0.8225000000000001
2005-12-18,8265,21.0,5.205479452,4.866812849,0.246222002,,3647.354097,15.791666666666666,2.0160416666666667
2005-12-19,8266,0.0,0.0,4.939064246,0.423022352,,3837.513009,31.541666666666668,3.1335416666666664
2005-12-20,8267,3.0,5.205479452,3.463793296,0.26669046,6.4,4649.539835,12.791666666666666,4.500958333333333
2005-12-21,8268,33.25,5.205479452,10.18669274,0.45326946,,2444.960939,9.916666666666666,6.180541666666667
2005-12-22,8269,1.75,5.205479452,11.09571788,0.630366694,,2419.118342,15.333333333333334,5.230708333333333
2005-12-23,8270,0.25,5.205479452,5.396153631,0.45633433,,3804.604584,16.583333333333332,5.90675
2005-12-24,8271,4.5,5.205479452,4.446653631,0.141024371,,4175.218143,24.25,4.790291666666667
2005-12-25,8272,0.25,5.205479452,3.674036313,0.152492466,,4532.877045,19.75,0.29504166666666665
2005-12-26,8273,0.0,0.0,3.22798324,0.228026788,,4783.946376,20.208333333333332,-0.11141666666666666
2005-12-27,8274,0.0,0.0,2.850284916,0.0,,5030.05769,23.375,-2.4482500000000003
2005-12-28,8275,0.0,0.0,2.525329609,0.044885009,,5276.473458,36.416666666666664,-4.093541666666667
2005-12-29,8276,0.0,0.0,2.321421788,0.084097429,,5456.231444,18.666666666666668,-3.8818333333333332
2005-12-30,8277,40.0,5.205479452,12.63434078,0.267861986,,2158.34633,5.958333333333333,3.781541666666667
2005-12-31,8278,29.25,5.205479452,16.23875698,0.432388575,,2051.025975,12.166666666666666,3.1340833333333333
2006-01-01,8279,15.0,5.205479452,18.549,0.185444951,,1835.996756,9.416666666666666,3.4917083333333334
2006-01-02,8280,0.75,5.205479452,8.808460894,0.266159159,,2965.343143,21.625,3.603666666666667
2006-01-03,8281,8.5,5.205479452,6.799022346,0.225727091,6.4,3432.663635,16.875,5.775333333333333
2006-01-04,8282,0.0,0.0,5.173868715,0.144519341,,3893.967216,13.541666666666666,1.3484999999999998
2006-01-05,8283,0.0,0.0,4.224117318,0.045704696,,4268.683056,6.166666666666667,-1.927875
2006-01-06,8284,0.0,0.0,3.634667598,0.034467555,,4555.186168,5.833333333333333,-2.0974166666666667
2006-01-07,8285,0.75,0.547945205,3.238743017,0.132740298,,4778.042639,17.833333333333332,-1.5709166666666665
2006-01-08,8286,0.0,0.0,2.878944134,0.052851268,,5011.633228,7.333333333333333,-1.9853750000000001
2006-01-09,8287,1.75,0.547945205,2.643863128,0.162444704,,5189.573986,11.166666666666666,0.2157083333333333
2006-01-10,8288,49.75,0.547945205,20.16877374,0.206144698,5.7,1588.30136,3.5,5.7573333333333325
2006-01-11,8289,14.0,2.602739726,21.08913687,0.325463957,,1573.065304,33.833333333333336,3.717625
2006-01-12,8290,0.25,2.602739726,7.458209497,0.508438765,,3235.099861,17.875,3.6747916666666662
2006-01-13,8291,4.25,2.602739726,4.944946927,0.392673194,,3979.399886,3.7916666666666665,5.370333333333334
2006-01-14,8292,6.25,2.602739726,5.808469274,0.197459815,,3686.842011,31.083333333333332,2.5303333333333335
2006-01-15,8293,2.75,2.602739726,4.237365922,0.217006239,,4267.8229,9.916666666666666,2.635083333333333
2006-01-16,8294,14.25,2.602739726,5.579044693,0.340817306,,3770.800867,21.666666666666668,3.78375
2006-01-17,8295,11.5,2.602739726,6.913206704,0.343702415,5.9,3407.883148,14.291666666666666,4.1505833333333335
2006-01-18,8296,7.25,2.328767123,10.39464804,0.373729494,,2748.092312,25.791666666666668,7.126124999999999
2006-01-19,8297,7.0,2.328767123,8.300011173,0.4312836,,3106.09689,20.166666666666668,6.6390416666666665
2006-01-20,8298,17.75,2.328767123,14.14075978,0.565700334,,2207.229449,19.75,3.387166666666667
2006-01-21,8299,0.0,0.0,7.539662011,0.449757684,,3236.581817,55.541666666666664,3.204791666666667
2006-01-22,8300,0.0,0.0,5.566977654,0.43676656,,3768.26164,52.875,2.0192083333333333
2006-01-23,8301,0.25,2.328767123,4.707879888,0.161326758,,4074.180032,15.375,-1.4282083333333333
2006-01-24,8302,0.0,0.0,4.144550279,0.489029602,6.5,4309.071139,66.54166666666667,-1.8476666666666668
2006-01-25,8303,0.25,4.928578203,3.704304469,0.373766465,,4520.517963,23.0,-0.2692083333333333
2006-01-26,8304,0.0,0.0,3.313106145,0.193567223,,4734.711213,30.208333333333332,-1.0774583333333332
2006-01-27,8305,0.25,9.757121608,3.000368715,0.458308979,,4932.908139,23.375,-0.3060833333333333
2006-01-28,8306,0.25,6.587576905,2.779365922,0.357819373,,5083.261028,58.583333333333336,-1.2349583333333334
2006-01-29,8307,0.25,11.4416204,2.552681564,0.463420229,,5258.267022,56.0,-2.5178333333333334
2006-01-30,8308,0.0,0.0,2.379418994,0.305004723,,5404.143516,21.875,-2.0810416666666667
2006-01-31,8309,0.0,0.0,2.238988827,0.386647408,6.3,5531.17173,50.0,-3.126875
2006-02-01,8310,0.0,0.0,2.108463687,0.329312503,,5659.289161,46.75,-2.9086666666666665
2006-02-02,8311,0.5,6.767371912,2.015597765,0.317834811,,5756.187102,26.875,-1.1375416666666667
2006-02-03,8312,0.0,0.0,1.916145251,0.151424109,,5865.326395,13.916666666666666,-1.7420416666666665
2006-02-04,8313,0.25,4.861718153,1.859505587,0.20985607,,5933.50721,15.375,0.6605833333333334
2006-02-05,8314,0.0,0.0,1.796430168,0.383381563,,6005.806769,24.958333333333332,1.8393750000000002
2006-02-06,8315,0.0,0.0,1.727346369,0.578266102,,6094.101794,24.583333333333332,2.459208333333333
2006-02-07,8316,21.0,37.14956075,2.91376257,0.484817044,6.8,4723.480411,18.5,4.065916666666667
2006-02-08,8317,2.25,3.835616438,3.121391061,0.503015822,,4656.30334,38.875,1.7177916666666666
2006-02-09,8318,0.0,0.0,2.138631285,0.595391012,,5616.399178,92.41666666666667,-1.1021666666666665
2006-02-10,8319,0.0,0.0,1.912575419,0.674858143,,5867.687461,94.08333333333333,-1.8637916666666667
2006-02-11,8320,6.0,3.835616438,1.865413408,0.538921441,,5935.261359,41.416666666666664,0.9029166666666667
2006-02-12,8321,38.5,3.835616438,14.46139106,0.316484452,,2143.862829,20.083333333333332,5.730291666666667
2006-02-13,8322,0.0,0.0,6.91272905,0.332523987,,3337.590873,21.125,5.248291666666667
2006-02-14,8323,27.0,3.835616438,7.172597765,0.658042245,6.1,3528.706782,40.875,4.028625
2006-02-15,8324,11.5,4.520547945,21.20299441,0.606792092,,1471.853086,25.333333333333332,4.284
2006-02-16,8325,15.75,4.520547945,9.040575419,0.487071347,,2970.323019,30.75,1.9733333333333334
2006-02-17,8326,5.25,4.520547945,11.22543855,0.894623189,,2568.228736,73.08333333333333,2.229791666666667
2006-02-18,8327,0.0,0.0,6.272069832,0.970395663,,3544.115885,98.75,1.39125
2006-02-19,8328,0.5,4.520547945,4.79624581,0.127916666,,4035.314995,9.041666666666666,-0.007583333333333335
2006-02-20,8329,0.0,0.0,4.015935754,1.134988141,,4363.425007,78.125,0.5861666666666666
2006-02-21,8330,1.5,4.520547945,3.511307263,0.514300327,6.7,4622.607835,47.625,-0.5317916666666667
2006-02-22,8331,1.25,1.213946427,3.118826816,0.161992451,,4851.544952,19.041666666666668,-1.5143333333333333
2006-02-23,8332,3.0,3.835368968,2.881231844,0.193967136,,5018.057904,36.958333333333336,-1.4591666666666667
2006-02-24,8333,0.75,4.332661334,2.739268156,0.056224056,,5110.112523,14.166666666666666,-2.374625
2006-02-25,8334,1.5,15.97991971,2.510798883,0.653159793,,5294.716979,58.916666666666664,-0.801
2006-02-26,8335,0.5,15.49176167,2.377458101,0.350837854,,5406.312618,45.083333333333336,-0.5772083333333333
2006-02-27,8336,2.5,6.018675929,2.318782123,0.59983911,,5481.220976,77.91666666666667,-0.21775
2006-02-28,8337,1.0,2.353310026,2.421075419,0.508997104,6.2,5349.12665,123.625,-2.2997916666666667
2006-03-01,8338,4.0,4.794520548,2.181243017,0.167827832,,5586.16905,107.95833333333333,-3.8383333333333334
2006-03-02,8339,3.25,4.794520548,2.053634078,0.322455536,,5714.72535,131.5,-3.438791666666667
2006-03-03,8340,0.25,4.794520548,1.940505587,0.720034088,,5839.476259,159.0,-4.510541666666667
2006-03-04,8341,0.75,4.794520548,1.874438547,0.495314008,,5914.556188,171.79166666666666,-3.4186666666666667
2006-03-05,8342,1.0,4.794520548,1.878837989,0.586856949,,5912.56912,114.04166666666667,-0.40287500000000004
2006-03-06,8343,2.25,4.794520548,1.95677095,0.491483093,,5828.996853,90.70833333333333,0.368125
2006-03-07,8344,19.5,4.794520548,13.16099162,0.358732391,6.8,2064.330946,41.791666666666664,3.1647916666666664
2006-03-08,8345,42.5,5.479452055,41.54256704,0.314095394,,809.2826115,24.916666666666668,6.396666666666667
2006-03-09,8346,9.0,5.479452055,14.38722905,0.584395871,,2227.037694,40.458333333333336,2.908208333333333
2006-03-10,8347,16.5,5.479452055,12.71564246,0.871207899,,2436.734758,67.41666666666667,1.0365416666666667
2006-03-11,8348,1.75,5.479452055,8.217955307,0.61258853,,3098.187978,44.125,0.3368333333333333
2006-03-12,8349,0.5,5.479452055,5.906011173,0.12275168,,3659.350498,22.291666666666668,-2.4549166666666666
2006-03-13,8350,5.5,5.479452055,4.836620112,0.286841741,,4029.784081,47.541666666666664,-1.6348333333333331
2006-03-14,8351,29.5,5.479452055,13.90457263,1.00530859,6.8,2266.604313,105.79166666666667,2.429375
2006-03-15,8352,2.0,6.842002429,11.03377374,0.331331112,,2633.473399,26.458333333333332,1.8561249999999998
2006-03-16,8353,0.5,13.36424468,6.996846369,0.410686167,,3357.311785,41.791666666666664,-2.5441249999999997
2006-03-17,8354,1.25,2.533151803,5.136611732,0.17414231,,3908.992089,29.416666666666668,-2.2474583333333333
2006-03-18,8355,0.0,0.0,4.294357542,0.243599846,,4241.125657,41.916666666666664,-2.06025
2006-03-19,8356,1.25,3.158565216,3.851924581,0.956531021,,4449.77109,73.04166666666667,0.361125
2006-03-20,8357,0.0,0.0,3.412055866,0.593373933,,4674.278111,32.666666666666664,-0.12991666666666665
