Date,year,month,day,WS01,WS02,WS03,WS06,WS07,WS08,WS09,WS10,MACK,LOOKOUT
1984-08-19,1984,8,19,0.0010194064919999998,0.001840595055,0.003907724886,0.000481386399,0.000622970634,0.000424752705,0.000679604328,0.000339802164,0.053830326147,0.453069552
1984-08-20,1984,8,20,0.001047723339,0.001755644514,0.003907724886,0.000481386399,0.000594653787,0.000396435858,0.000679604328,0.000339802164,0.053547157676999996,0.453069552
1984-08-21,1984,8,21,0.0010194064919999998,0.0016423771260000001,0.003907724886,0.00045306955199999997,0.000594653787,0.000396435858,0.000594653787,0.00028316847,0.053009137584,0.424752705
1984-08-22,1984,8,22,0.001387525503,0.001529109738,0.003737823804,0.00045306955199999997,0.00056633694,0.000368119011,0.000481386399,0.00022653477599999999,0.05323567235999999,0.424752705
1984-08-23,1984,8,23,0.001529109738,0.0014441591969999998,0.003454655334,0.000396435858,0.000538020093,0.000368119011,0.00045306955199999997,0.00022653477599999999,0.053377256595,0.424752705
1984-08-24,1984,8,24,0.001359208656,0.001387525503,0.0032847542520000003,0.000368119011,0.000538020093,0.000368119011,0.00045306955199999997,0.000198217929,0.052924187043,0.424752705
1984-08-25,1984,8,25,0.001302574962,0.001359208656,0.0032847542520000003,0.000368119011,0.000538020093,0.000339802164,0.000424752705,0.000198217929,0.051281809916999994,0.424752705
1984-08-26,1984,8,26,0.001245941268,0.0013308918089999999,0.0031431700169999998,0.000368119011,0.000538020093,0.000339802164,0.000396435858,0.000198217929,0.050319037118999994,0.424752705
1984-08-27,1984,8,27,0.001245941268,0.0012742581149999999,0.002860001547,0.000368119011,0.000538020093,0.000311485317,0.000368119011,0.000169901082,0.049611115944,0.396435858
1984-08-28,1984,8,28,0.001245941268,0.0012742581149999999,0.002576833077,0.000368119011,0.0005097032459999999,0.000311485317,0.000368119011,0.000169901082,0.04975270017899999,0.396435858
1984-08-29,1984,8,29,0.00113267388,0.0012742581149999999,0.0024352488419999998,0.000368119011,0.0005097032459999999,0.000311485317,0.000368119011,0.000169901082,0.049356264321,0.396435858
1984-08-30,1984,8,30,0.001047723339,0.001245941268,0.002378615148,0.000368119011,0.000481386399,0.00028316847,0.000368119011,0.000169901082,0.048959828463,0.396435858
1984-08-31,1984,8,31,0.001614060279,0.001245941268,0.003228120558,0.000396435858,0.00056633694,0.000481386399,0.000396435858,0.000169901082,0.054226762005,0.424752705
1984-09-01,1984,9,1,0.001727327667,0.0013308918089999999,0.003228120558,0.000396435858,0.000481386399,0.000368119011,0.000424752705,0.000169901082,0.051734879468999996,0.424752705
1984-09-02,1984,9,2,0.00141584235,0.0013308918089999999,0.003086536323,0.000368119011,0.000424752705,0.000311485317,0.00045306955199999997,0.000198217929,0.04986596756699999,0.396435858
1984-09-03,1984,9,3,0.001245941268,0.0012742581149999999,0.0030015857819999997,0.000339802164,0.000396435858,0.00028316847,0.00045306955199999997,0.000198217929,0.048563392605,0.396435858
1984-09-04,1984,9,4,0.001076040186,0.001245941268,0.002718417312,0.000339802164,0.000339802164,0.00025485162299999995,0.000424752705,0.000198217929,0.047459035572,0.368119011
1984-09-05,1984,9,5,0.001840595055,0.002095446678,0.004672279755,0.000396435858,0.000481386399,0.0005097032459999999,0.0005097032459999999,0.000396435858,0.06524201548799999,0.424752705
1984-09-06,1984,9,6,0.00339802164,0.0028316847,0.005493468318,0.00045306955199999997,0.0005097032459999999,0.00084950541,0.000707921175,0.000481386399,0.070735483806,0.651287481
1984-09-07,1984,9,7,0.006088122105,0.005635052553,0.009571094286,0.0005097032459999999,0.0005097032459999999,0.00113267388,0.0009910896450000001,0.0009910896450000001,0.112446199437,0.792871716
1984-09-08,1984,9,8,0.0028883183939999997,0.002152080372,0.004360794437999999,0.000424752705,0.000396435858,0.0005097032459999999,0.000707921175,0.000368119011,0.060003398793000005,0.5097032459999999
1984-09-09,1984,9,9,0.0021803972189999997,0.0016423771260000001,0.003992675427,0.000368119011,0.000368119011,0.000424752705,0.000622970634,0.00028316847,0.054340029393,0.453069552
1984-09-10,1984,9,10,0.001783961361,0.00141584235,0.003907724886,0.000339802164,0.000368119011,0.000368119011,0.00056633694,0.00028316847,0.051593295234,0.424752705
1984-09-11,1984,9,11,0.001585743432,0.001359208656,0.003907724886,0.000339802164,0.000396435858,0.000311485317,0.000594653787,0.00028316847,0.050234086578,0.424752705
1984-09-12,1984,9,12,0.001472476044,0.0012742581149999999,0.003907724886,0.000339802164,0.000396435858,0.000311485317,0.00056633694,0.00025485162299999995,0.047770520889,0.396435858
1984-09-13,1984,9,13,0.001472476044,0.001189307574,0.003822774345,0.000311485317,0.000396435858,0.00028316847,0.000538020093,0.00025485162299999995,0.04672279754999999,0.396435858
1984-09-14,1984,9,14,0.001472476044,0.0011609907270000001,0.00368119011,0.00028316847,0.000396435858,0.00025485162299999995,0.000481386399,0.00025485162299999995,0.045986559528,0.368119011
1984-09-15,1984,9,15,0.001529109738,0.00113267388,0.003596239569,0.00028316847,0.000396435858,0.00022653477599999999,0.000481386399,0.00028316847,0.045618440517,0.368119011
1984-09-16,1984,9,16,0.0016423771260000001,0.00113267388,0.003596239569,0.00028316847,0.000396435858,0.00022653477599999999,0.000481386399,0.00028316847,0.045391905741,0.368119011
1984-09-17,1984,9,17,0.0016423771260000001,0.0011609907270000001,0.003596239569,0.00025485162299999995,0.000368119011,0.000198217929,0.000481386399,0.00025485162299999995,0.044542400330999994,0.368119011
1984-09-18,1984,9,18,0.0016423771260000001,0.001189307574,0.003596239569,0.00025485162299999995,0.000368119011,0.000198217929,0.000481386399,0.00025485162299999995,0.043947746544,0.368119011
1984-09-19,1984,9,19,0.001783961361,0.001387525503,0.0041625765089999996,0.00028316847,0.000396435858,0.000198217929,0.00056633694,0.00025485162299999995,0.044655667718999995,0.368119011
1984-09-20,1984,9,20,0.004615646061,0.0041625765089999996,0.009401193204,0.000396435858,0.00056633694,0.000707921175,0.0009061391039999999,0.0005097032459999999,0.08203390575899999,0.622970634
1984-09-21,1984,9,21,0.0028316847,0.001868911902,0.005181983001,0.00028316847,0.000424752705,0.000311485317,0.000736238022,0.000396435858,0.051168542528999994,0.453069552
