DBCODE,ENTITY,SITECODE,RELHUM_METHOD,HEIGHT,QC_LEVEL,PROBE_CODE,DATE,RELHUM_MEAN_DAY,RELHUM_MEAN_FLAG,RELHUM_MAX_DAY,RELHUM_MAX_FLAG,RELHUM_MAXTIME,RELHUM_MIN_DAY,RELHUM_MIN_FLAG,RELHUM_MINTIME,EVENT_CODE
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-20,100.0,Q,100.0,Q,0000,100.0,Q,0000,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-21,95.7,Q,100.0,Q,0000,63.0,Q,1530,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-22,89.0,Q,100.0,Q,0000,51.8,Q,1107,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-23,83.9,Q,100.0,Q,0000,42.3,Q,1203,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-24,97.6,Q,100.0,Q,0000,69.0,Q,1455,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-25,94.6,Q,100.0,Q,0000,62.1,Q,1341,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-26,99.9,Q,100.0,Q,0000,95.0,Q,1007,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-27,94.4,Q,100.0,Q,0000,62.1,Q,1450,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-28,97.5,Q,100.0,Q,0000,74.6,Q,1649,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-29,92.5,Q,100.0,Q,0000,59.4,Q,1051,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-30,90.7,Q,100.0,Q,0000,57.5,Q,1248,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-08-31,90.8,Q,100.0,Q,0000,55.8,Q,1450,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-01,94.0,Q,100.0,Q,0000,71.3,Q,1058,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-02,97.9,Q,100.0,Q,0000,67.7,Q,1022,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-03,90.1,Q,100.0,Q,0000,51.6,Q,1300,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-04,99.0,Q,100.0,Q,0000,64.2,Q,1037,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-05,98.4,Q,100.0,Q,0000,86.3,Q,1553,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-06,97.2,Q,100.0,Q,0000,55.5,Q,1158,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-07,100.0,Q,100.0,Q,0000,93.5,Q,0828,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-08,97.1,Q,100.0,Q,0000,30.7,Q,1033,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-09,95.8,Q,100.0,Q,0000,54.6,Q,1632,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-10,99.8,Q,100.0,Q,0000,94.5,Q,1156,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-11,100.0,Q,100.0,Q,0000,100.0,Q,0000,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-12,98.1,Q,100.0,Q,0000,64.7,Q,1229,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-13,97.2,Q,100.0,Q,0000,73.2,Q,1347,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-14,99.9,Q,100.0,Q,0000,86.2,Q,1244,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-15,100.0,Q,100.0,Q,0000,100.0,Q,0000,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-16,100.0,Q,100.0,Q,0000,100.0,Q,0000,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-17,100.0,Q,100.0,Q,0000,100.0,Q,0000,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-18,99.9,Q,100.0,Q,0000,79.5,Q,1335,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-19,98.2,Q,100.0,Q,0000,62.8,Q,1358,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-20,100.0,Q,100.0,Q,0000,81.5,Q,0811,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-21,99.3,Q,100.0,Q,0000,59.7,Q,1011,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-22,98.9,Q,100.0,Q,0000,59.5,Q,0942,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-23,98.1,Q,100.0,Q,0000,61.2,Q,1011,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-24,98.1,Q,100.0,Q,0000,54.5,Q,0958,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-25,98.3,Q,100.0,Q,0000,71.8,Q,1525,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-26,100.0,Q,100.0,Q,0000,100.0,Q,0000,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-27,99.8,Q,100.0,Q,0000,85.0,Q,0949,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-28,95.8,Q,100.0,Q,0000,61.3,Q,1324,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-29,91.7,Q,100.0,Q,0000,43.5,Q,1208,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-09-30,94.7,Q,100.0,Q,0000,63.8,Q,1316,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-09,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-10,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-11,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-12,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-13,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-14,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-15,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-16,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-17,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-18,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-19,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-20,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-21,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-22,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-23,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-24,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-25,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-26,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-27,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-28,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-29,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-30,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-10-31,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-09,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-10,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-11,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-12,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-13,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-14,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-15,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-16,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-17,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-18,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-19,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-20,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-21,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-22,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-23,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-24,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-25,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-26,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-27,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-28,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-29,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-11-30,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-09,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-10,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-11,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-12,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-13,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-14,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-15,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-16,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-17,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-18,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-19,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-20,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-21,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-22,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-23,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-24,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-25,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-26,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-27,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-28,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-29,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-30,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1997-12-31,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-09,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-10,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-11,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-12,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-13,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-14,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-15,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-16,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-17,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-18,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-19,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-20,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-21,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-22,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-23,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-24,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-25,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-26,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-27,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-28,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-29,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-30,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-01-31,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-09,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-10,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-11,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-12,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-13,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-14,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-15,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-16,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-17,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-18,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-19,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-20,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-21,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-22,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-23,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-24,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-25,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-26,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-27,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-02-28,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-09,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-10,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-11,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-12,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-13,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-14,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-15,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-16,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-17,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-18,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-19,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-20,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-21,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-22,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-23,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-24,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-25,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-26,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-27,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-28,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-29,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-30,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-03-31,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-01,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-02,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-03,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-04,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-05,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-06,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-07,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-08,,M,,M,,,M,,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-09,92.6,A,98.8,A,0707,59.7,A,1027,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-10,97.9,A,99.1,A,0801,90.7,A,1417,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-11,97.5,A,99.3,A,0542,86.2,A,1311,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-12,90.5,A,98.2,A,0549,48.7,A,1318,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-13,94.7,A,98.3,A,0355,75.4,A,1332,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-14,97.4,A,98.9,A,0555,87.1,A,1321,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-15,96.0,A,99.1,A,0733,76.1,A,1312,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-16,84.9,A,99.0,A,0611,44.7,A,1146,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-17,80.3,A,98.2,A,0718,40.6,A,1527,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-18,84.0,A,98.0,A,2326,38.2,A,1359,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-19,81.8,A,98.2,A,0719,38.3,A,1306,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-20,74.9,A,97.6,A,0707,22.5,A,1429,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-21,75.4,A,96.7,A,0703,33.2,A,1305,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-22,77.5,A,97.7,A,2355,30.2,A,1147,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-23,97.2,A,98.6,A,0527,88.8,A,1545,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-24,95.0,A,98.3,A,0409,72.5,A,1241,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-25,84.8,A,98.5,A,0634,43.3,A,1508,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-26,79.6,A,98.1,A,0659,31.7,A,1353,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-27,72.1,A,96.2,A,0123,18.8,A,1349,"NA"
MS001,2,"H15MET","REL105",150,2D,"RELH1502",1998-04-28,65.1,A,90.7,A,0656,17.3,A,1339,"NA"
