,Q,P,TAMAX,TAMIN
2000-01-01,2.803367853,25.9,3.5,0.5
2000-01-02,2.718417312,23.4,2.9000000000000004,0.2
2000-01-03,2.746734159,18.8,1.5,0.04999999999999999
2000-01-04,6.22970634,43.2,5.550000000000001,0.55
2000-01-05,5.861587329,2.8,5.75,-1.5499999999999998
2000-01-06,4.615646061,11.2,1.8,-3.1
2000-01-07,4.049309121,2.8,6.699999999999999,0.4
2000-01-08,6.059805258,31.2,6.35,2.8
2000-01-09,8.806539417,48.3,6.6,0.75
2000-01-10,10.675451319,100.6,3.45,0.04999999999999999
2000-01-11,10.420599696,19.6,1.5,0.04999999999999999
2000-01-12,7.07921175,19.8,1.35,-0.1
2000-01-13,5.833270482,61.7,0.9,0.1
2000-01-14,8.495054099999999,25.4,1.3,-0.8500000000000001
2000-01-15,9.004757346,2.8,1.55,-1.85
2000-01-16,8.664955182,9.7,4.75,-0.65
2000-01-17,7.503964455,0.0,7.1000000000000005,-2.25
2000-01-18,6.116438952,0.0,7.75,-2.35
2000-01-19,5.323567236,8.6,3.95,-1.35
2000-01-20,5.776636788,5.1,5.35,-0.19999999999999998
2000-01-21,5.550102012,2.5,5.300000000000001,-1.0
2000-01-22,5.153666154,3.8,7.6,-1.15
2000-01-23,4.927131378,18.5,2.6500000000000004,-1.85
2000-01-24,7.447330761,18.8,4.15,0.45
2000-01-25,8.041984548,8.4,5.300000000000001,0.75
2000-01-26,7.419013914,1.3,6.300000000000001,-0.8
2000-01-27,6.144755799,0.0,5.949999999999999,-3.3499999999999996
2000-01-28,5.181983001,0.0,6.449999999999999,-4.75
2000-01-29,4.445744979,0.0,6.199999999999999,-5.1
2000-01-30,3.936041733,3.3,2.15,-3.8499999999999996
2000-01-31,3.879408039,32.0,6.1,0.1
2000-02-01,11.04357033,21.8,9.05,1.3
2000-02-02,14.554859358,1.3,12.15,-0.24999999999999997
2000-02-03,10.590500778,0.0,5.85,-0.9
2000-02-04,8.410103559,5.8,10.95,0.6
2000-02-05,7.503964455,9.7,6.4,0.7000000000000001
2000-02-06,7.305746526,1.0,10.600000000000001,1.4500000000000002
2000-02-07,6.937627515,0.0,9.4,0.7000000000000001
2000-02-08,6.937627515,8.6,6.050000000000001,2.1
2000-02-09,7.787132925,0.8,13.3,1.2000000000000002
2000-02-10,7.107528597,6.6,9.399999999999999,1.05
2000-02-11,6.880993821,9.4,6.449999999999999,2.4
2000-02-12,6.852676974,11.7,5.95,2.1
2000-02-13,6.569508504,11.2,5.5,0.95
2000-02-14,8.466737253,31.2,7.0,3.0
2000-02-15,9.656044827,10.9,10.149999999999999,-0.4
2000-02-16,7.872083465999999,0.0,9.95,-0.8
2000-02-17,6.399607422,0.0,11.7,-2.2
2000-02-18,5.323567236,0.0,9.25,-2.8
2000-02-19,4.53069552,0.0,11.149999999999999,-3.4
2000-02-20,4.077625968,1.0,6.2,-1.15
2000-02-21,3.879408039,5.1,9.3,1.5499999999999998
2000-02-22,4.360794438,21.1,7.199999999999999,1.75
2000-02-23,4.672279755,4.8,9.45,0.95
2000-02-24,4.190893356,1.3,9.350000000000001,-0.6
2000-02-25,4.049309121,18.8,4.05,-0.5
2000-02-26,6.824360126999999,38.9,5.75,1.25
2000-02-27,8.806539417,7.6,9.2,1.05
2000-02-28,7.277429679,10.7,8.85,3.65
2000-02-29,7.135845444,9.9,8.15,2.55
2000-03-01,6.258023187,0.3,9.1,0.7
2000-03-02,5.6633694,9.4,10.8,3.75
2000-03-03,5.068715613,0.0,12.3,1.4
2000-03-04,5.097032459999999,13.5,7.25,2.15
2000-03-05,4.927131378,0.5,5.699999999999999,0.95
2000-03-06,4.417428132,0.0,7.95,-1.65
2000-03-07,3.96435858,3.8,8.2,-2.45
2000-03-08,3.709506957,4.8,8.25,0.1
2000-03-09,3.426338487,6.1,11.899999999999999,-0.75
2000-03-10,3.39802164,22.6,10.05,-0.4
2000-03-11,3.936041733,0.0,12.65,-1.05
2000-03-12,3.567922722,0.0,14.95,-1.5999999999999999
2000-03-13,3.482972181,21.6,11.95,-0.3
2000-03-14,4.643962908,0.3,12.8,1.95
2000-03-15,4.219210203,1.3,15.850000000000001,-1.4000000000000001
2000-03-16,5.068715613,26.2,8.15,2.0
2000-03-17,5.040398766,0.3,9.2,1.4500000000000002
2000-03-18,5.493468318,31.0,8.2,3.4
2000-03-19,7.475647608,16.8,4.800000000000001,1.0499999999999998
2000-03-20,6.342973728,0.0,13.65,-0.1
2000-03-21,5.493468318,0.0,20.05,-0.65
2000-03-22,5.266933541999999,11.2,14.45,1.1
2000-03-23,5.493468318,0.0,14.0,-1.2
2000-03-24,4.81386399,0.0,18.9,-2.5
2000-03-25,4.275843897,0.0,13.649999999999999,1.0
2000-03-26,3.907724886,0.0,21.4,-0.8999999999999999
2000-03-27,3.851091192,8.1,9.0,2.1
2000-03-28,3.624556416,1.0,9.25,1.7
2000-03-29,3.284754252,0.0,15.15,0.35
2000-03-30,3.001585782,0.0,21.0,-2.35
2000-03-31,2.8316847,0.0,24.0,-1.05
2000-04-01,2.888318394,0.0,24.85,0.7
2000-04-02,3.256437405,0.0,27.1,1.55
2000-04-03,3.907724886,0.0,28.85,2.85
2000-04-04,4.445744979,0.3,11.0,2.9000000000000004
2000-04-05,3.851091192,0.0,14.75,2.5999999999999996
2000-04-06,3.426338487,0.0,11.55,0.04999999999999999
2000-04-07,3.001585782,0.0,27.1,-2.1
2000-04-08,2.944952088,0.0,22.3,2.15
2000-04-09,3.029902629,0.5,15.65,2.75
2000-04-10,2.888318394,0.0,25.0,0.7
2000-04-11,3.086536323,0.0,28.05,2.65
2000-04-12,3.737823804,25.9,26.200000000000003,6.550000000000001
2000-04-13,6.201389493,26.9,14.5,7.6
2000-04-14,5.38020093,8.9,14.65,7.15
2000-04-15,5.833270482,10.2,15.05,6.25
2000-04-16,5.097032459999999,3.6,16.0,6.05
2000-04-17,4.53069552,2.3,23.5,5.95
2000-04-18,4.304160744,1.0,9.55,6.1
2000-04-19,3.879408039,0.0,17.8,4.6
2000-04-20,3.482972181,0.0,23.45,4.15
2000-04-21,3.39802164,3.0,24.049999999999997,2.85
2000-04-22,3.652873263,0.5,13.600000000000001,4.4
2000-04-23,3.341387946,9.1,11.45,2.3
2000-04-24,2.973268935,0.8,15.5,-0.4
2000-04-25,3.143170017,11.9,13.05,4.35
2000-04-26,3.143170017,0.0,22.75,2.05
2000-04-27,3.143170017,5.1,20.3,3.25
2000-04-28,3.001585782,6.4,9.85,2.0999999999999996
2000-04-29,2.718417312,0.0,21.0,1.4500000000000002
2000-04-30,2.633466771,0.0,25.0,3.4
2000-05-01,2.633466771,5.6,23.5,3.65
2000-05-02,2.746734159,0.0,23.25,7.4
2000-05-03,2.944952088,11.9,11.05,5.7
2000-05-04,2.973268935,1.3,16.2,4.5
2000-05-05,2.888318394,5.3,14.05,3.3
2000-05-06,2.633466771,0.3,19.549999999999997,0.0
2000-05-07,2.491882536,5.6,17.85,2.6
2000-05-08,2.718417312,11.2,16.1,8.85
2000-05-09,3.596239569,26.7,10.1,4.15
2000-05-10,4.360794438,25.7,7.6,3.0
2000-05-11,4.842180837,44.7,6.199999999999999,1.15
2000-05-12,5.012081919,0.0,16.450000000000003,0.8500000000000001
2000-05-13,4.785547143,0.0,19.15,4.75
2000-05-14,4.785547143,1.0,24.0,3.45
2000-05-15,5.068715613,3.6,23.65,8.8
2000-05-16,4.643962908,0.0,12.7,9.45
2000-05-17,4.105942815,0.0,17.7,5.050000000000001
2000-05-18,3.709506957,0.3,25.549999999999997,2.7
2000-05-19,3.511289028,0.0,25.5,9.399999999999999
2000-05-20,3.341387946,0.0,28.8,6.35
2000-05-21,3.228120558,0.0,30.65,6.8
2000-05-22,3.058219476,0.0,26.1,8.600000000000001
2000-05-23,2.8316847,0.0,21.75,12.0
2000-05-24,2.605149924,0.0,22.3,9.899999999999999
2000-05-25,2.378615148,0.0,21.757142857142856,9.142857142857142
2000-05-26,2.237030913,2.0,21.214285714285715,8.385714285714284
2000-05-27,2.491882536,7.9,20.67142857142857,7.628571428571428
2000-05-28,2.491882536,0.0,20.12857142857143,6.87142857142857
2000-05-29,2.152080372,0.5,19.585714285714285,6.114285714285714
2000-05-30,2.010496137,3.8,19.042857142857144,5.357142857142857
2000-05-31,1.925545596,0.3,18.5,4.6
2000-06-01,1.783961361,0.0,30.2,2.4
2000-06-02,1.727327667,0.0,29.5,6.8
2000-06-03,1.642377126,0.0,32.4,5.6
2000-06-04,1.585743432,0.0,33.4,8.4
2000-06-05,1.529109738,0.0,29.933333333333334,8.416666666666666
2000-06-06,1.444159197,0.0,26.466666666666665,8.433333333333334
2000-06-07,1.387525503,7.1,23.0,8.45
2000-06-08,1.585743432,4.1,15.299999999999999,7.05
2000-06-09,1.642377126,9.9,15.1,4.75
2000-06-10,1.812278208,6.9,15.2,3.55
2000-06-11,2.038812984,29.2,15.1,4.0
2000-06-12,7.390697067,32.8,16.1,8.9
2000-06-13,6.088122105,0.0,28.15,7.0
2000-06-14,4.275843897,0.0,32.15,7.3
2000-06-15,3.39802164,0.0,28.9,7.0
2000-06-16,2.860001547,0.0,31.45,3.2
2000-06-17,2.491882536,0.0,34.7,3.9
2000-06-18,2.237030913,0.0,26.95,6.45
2000-06-19,2.038812984,0.0,24.85,4.95
2000-06-20,1.897228749,0.0,30.75,12.65
2000-06-21,1.755644514,0.0,31.650000000000002,10.05
2000-06-22,1.642377126,0.0,26.799999999999997,8.1
2000-06-23,1.529109738,0.0,26.950000000000003,5.4
2000-06-24,1.444159197,0.0,29.6,6.6
2000-06-25,1.3592086559999998,0.0,33.349999999999994,7.6
2000-06-26,1.302574962,0.0,35.55,7.5
2000-06-27,1.217624421,0.0,36.599999999999994,8.3
2000-06-28,1.189307574,0.0,35.2,10.45
2000-06-29,1.13267388,0.0,35.0,9.2
2000-06-30,1.076040186,0.0,27.0,8.05
2000-07-01,1.047723339,0.0,24.2,7.75
2000-07-02,1.019406492,0.0,23.700000000000003,5.05
2000-07-03,1.019406492,2.3,17.25,9.100000000000001
2000-07-04,0.991089645,0.8,17.450000000000003,8.899999999999999
2000-07-05,0.962772798,0.0,20.65,10.75
2000-07-06,0.962772798,0.0,25.95,10.85
2000-07-07,0.906139104,0.3,31.2,8.4
2000-07-08,0.906139104,0.0,25.450000000000003,10.3
2000-07-09,0.84950541,0.0,26.55,9.45
2000-07-10,0.821188563,0.0,27.7,7.050000000000001
2000-07-11,0.792871716,0.0,27.4,7.65
2000-07-12,0.764554869,0.0,30.0,8.4
2000-07-13,0.736238022,0.0,26.85,8.75
2000-07-14,0.707921175,0.0,24.2,8.7
2000-07-15,0.707921175,0.0,30.5,6.05
2000-07-16,0.6796043279999999,0.0,31.0,8.35
2000-07-17,0.6796043279999999,0.0,26.6,14.2
2000-07-18,0.651287481,0.0,26.25,12.75
2000-07-19,0.622970634,0.0,29.700000000000003,12.6
2000-07-20,0.622970634,0.0,32.5,9.6
2000-07-21,0.5946537869999999,0.0,31.5,11.25
2000-07-22,0.5946537869999999,0.0,22.25,9.9
2000-07-23,0.56633694,0.0,29.85,7.199999999999999
2000-07-24,0.56633694,0.0,32.25,8.9
2000-07-25,0.538020093,0.0,27.1,8.2
2000-07-26,0.538020093,0.0,26.45,10.35
2000-07-27,0.5097032459999999,0.0,32.0,7.85
2000-07-28,0.5097032459999999,0.0,31.4,10.8
2000-07-29,0.5097032459999999,0.0,34.45,11.35
2000-07-30,0.4813863989999999,0.0,33.25,13.45
2000-07-31,0.4813863989999999,0.0,33.75,14.05
2000-08-01,0.453069552,0.0,31.75,11.899999999999999
2000-08-02,0.453069552,0.0,32.45,9.2
2000-08-03,0.424752705,0.0,32.35,9.3
2000-08-04,0.424752705,0.0,34.1,9.5
2000-08-05,0.424752705,0.0,35.3,9.95
2000-08-06,0.396435858,0.0,33.6,10.8
2000-08-07,0.396435858,0.0,34.9,9.85
2000-08-08,0.396435858,0.0,36.2,10.45
2000-08-09,0.396435858,0.0,32.9,10.8
2000-08-10,0.396435858,0.0,26.45,12.65
2000-08-11,0.368119011,0.0,28.2,9.6
2000-08-12,0.368119011,0.0,28.25,6.300000000000001
2000-08-13,0.368119011,0.0,27.3,5.800000000000001
2000-08-14,0.368119011,0.0,26.85,6.1
2000-08-15,0.368119011,0.0,27.1,5.45
2000-08-16,0.368119011,0.0,28.8,5.55
2000-08-17,0.3398021639999999,0.0,26.45,6.15
2000-08-18,0.3398021639999999,0.8,23.25,6.0
2000-08-19,0.368119011,0.0,24.85,8.100000000000001
2000-08-20,0.3398021639999999,0.0,27.3,4.9
2000-08-21,0.3398021639999999,0.0,30.65,5.199999999999999
2000-08-22,0.3398021639999999,0.0,34.5,7.75
2000-08-23,0.3398021639999999,0.0,32.900000000000006,10.0
2000-08-24,0.311485317,0.0,30.9,10.1
2000-08-25,0.311485317,0.0,28.95,8.5
2000-08-26,0.311485317,0.0,26.25,8.9
2000-08-27,0.311485317,0.0,25.950000000000003,6.45
2000-08-28,0.311485317,0.0,29.799999999999997,4.5
2000-08-29,0.311485317,0.0,33.150000000000006,6.9
2000-08-30,0.311485317,0.0,28.700000000000003,7.6
2000-08-31,0.311485317,0.0,18.549999999999997,9.5
2000-09-01,0.311485317,0.8,21.9,8.8
2000-09-02,0.3398021639999999,14.7,15.8,8.45
2000-09-03,0.396435858,11.2,18.6,7.85
2000-09-04,0.396435858,6.9,22.1,7.65
2000-09-05,0.424752705,0.0,19.700000000000003,9.15
2000-09-06,0.3398021639999999,0.0,25.6,9.2
2000-09-07,0.311485317,0.0,27.7,6.0
2000-09-08,0.3398021639999999,5.1,14.6,8.899999999999999
2000-09-09,0.368119011,0.0,23.0,7.2
2000-09-10,0.3398021639999999,2.5,17.85,8.600000000000001
2000-09-11,0.3398021639999999,0.0,29.25,13.0
2000-09-12,0.311485317,0.0,31.75,10.600000000000001
2000-09-13,0.311485317,0.0,32.5,10.399999999999999
2000-09-14,0.311485317,0.0,29.85,12.35
2000-09-15,0.28316847,0.0,22.799999999999997,14.75
2000-09-16,0.311485317,3.8,23.200000000000003,12.45
2000-09-17,0.28316847,0.0,28.1,9.9
2000-09-18,0.28316847,0.0,30.9,9.95
2000-09-19,0.28316847,0.0,29.65,12.7
2000-09-20,0.28316847,0.0,30.049999999999997,8.65
2000-09-21,0.28316847,2.3,22.700000000000003,7.050000000000001
2000-09-22,0.2803367853,0.0,18.65,0.85
2000-09-23,0.2746734159,0.0,24.9,-1.7000000000000002
2000-09-24,0.2746734159,0.0,27.25,0.05
2000-09-25,0.2718417312,0.0,29.0,1.5
2000-09-26,0.2661783618,0.0,29.55,2.85
2000-09-27,0.2661783618,0.0,29.2,4.15
2000-09-28,0.2661783618,0.0,24.55,6.9
2000-09-29,0.2661783618,0.0,26.5,9.25
2000-09-30,0.2661783618,0.0,20.1,11.600000000000001
2000-10-01,0.3398021639999999,20.8,20.3,10.55
2000-10-02,0.3398021639999999,0.0,19.55,7.300000000000001
2000-10-03,0.28316847,0.0,20.85,3.9499999999999997
2000-10-04,0.2746734159,0.0,22.7,1.2999999999999998
2000-10-05,0.2690100465,0.0,25.4,1.6
2000-10-06,0.2661783618,0.0,25.200000000000003,2.25
2000-10-07,0.2661783618,0.0,26.05,2.65
2000-10-08,0.2576833077,0.0,25.15,2.75
2000-10-09,0.2633466771,6.9,12.850000000000001,6.0
2000-10-10,0.28316847,6.1,9.7,7.35
2000-10-11,0.3398021639999999,0.8,13.65,7.75
2000-10-12,0.28316847,1.3,13.0,8.399999999999999
2000-10-13,0.28316847,5.1,13.649999999999999,8.85
2000-10-14,0.311485317,0.0,16.7,5.199999999999999
2000-10-15,0.28316847,0.0,13.2,4.05
2000-10-16,0.2803367853,0.0,18.9,2.0
2000-10-17,0.2746734159,0.0,19.4,2.4
2000-10-18,0.3398021639999999,13.0,15.2,9.2
2000-10-19,0.311485317,0.0,17.5,9.35
2000-10-20,0.906139104,51.8,12.8,6.75
2000-10-21,1.13267388,2.3,12.3,3.85
2000-10-22,0.538020093,0.0,13.95,0.65
2000-10-23,0.396435858,0.0,16.85,-1.3
2000-10-24,0.3398021639999999,0.0,16.55,0.35
2000-10-25,0.311485317,0.0,12.2,6.0
2000-10-26,0.311485317,2.0,15.5,6.4
2000-10-27,0.368119011,0.0,15.55,8.2
2000-10-28,0.622970634,22.6,10.45,2.2
2000-10-29,0.5097032459999999,0.5,12.25,4.7
2000-10-30,0.396435858,0.0,14.7,0.05
2000-10-31,0.3398021639999999,0.0,13.45,0.4
2000-11-01,0.3398021639999999,6.1,9.25,2.8
2000-11-02,0.396435858,6.1,12.5,6.4
2000-11-03,0.368119011,0.0,17.299999999999997,5.65
2000-11-04,0.368119011,5.1,11.1,2.25
2000-11-05,0.368119011,7.1,10.5,2.5
2000-11-06,0.424752705,2.8,11.05,0.0
2000-11-07,0.396435858,5.6,8.6,-1.1
2000-11-08,0.991089645,34.5,6.7,2.1
2000-11-09,0.962772798,1.5,7.85,0.35
2000-11-10,0.651287481,0.0,5.3,-3.55
2000-11-11,0.5097032459999999,0.0,3.6500000000000004,-5.6
2000-11-12,0.424752705,0.0,4.4,-4.1
2000-11-13,0.396435858,0.0,6.9,-3.15
2000-11-14,0.368119011,0.0,5.4,-3.7
2000-11-15,0.368119011,0.0,10.8,-3.0999999999999996
2000-11-16,0.3398021639999999,0.0,5.85,-4.65
2000-11-17,0.3398021639999999,0.0,5.699999999999999,-5.35
2000-11-18,0.311485317,0.0,5.9,-5.6
2000-11-19,0.311485317,0.0,4.15,-5.449999999999999
2000-11-20,0.311485317,0.0,6.3,-2.85
2000-11-21,0.311485317,0.0,9.1,-2.8
2000-11-22,0.311485317,0.0,5.800000000000001,-4.449999999999999
2000-11-23,0.368119011,18.0,2.7,-3.45
2000-11-24,0.56633694,2.3,8.6,-1.1
2000-11-25,0.4813863989999999,11.2,7.15,-1.25
2000-11-26,0.622970634,6.6,9.15,3.15
2000-11-27,1.302574962,11.7,8.65,-1.75
2000-11-28,0.991089645,0.0,5.4,-2.2
2000-11-29,1.189307574,18.8,7.35,2.2
2000-11-30,1.387525503,0.8,8.1,0.15
2000-12-01,1.104357033,0.0,6.9,-1.5
2000-12-02,0.991089645,7.1,8.4,0.1
2000-12-03,0.8778222569999999,0.0,10.0,1.5
2000-12-04,0.792871716,0.0,9.8,-0.2
2000-12-05,0.707921175,0.0,8.95,-1.3
2000-12-06,0.651287481,0.0,7.9,-1.15
2000-12-07,0.5946537869999999,0.0,5.25,-1.9000000000000001
2000-12-08,0.538020093,0.3,7.6000000000000005,-1.2
2000-12-09,0.538020093,1.0,7.75,1.7999999999999998
2000-12-10,0.538020093,6.1,4.05,0.75
2000-12-11,0.538020093,21.6,2.25,-0.75
2000-12-12,0.538020093,1.0,2.1500000000000004,-2.5
2000-12-13,0.651287481,44.7,0.55,-0.15
2000-12-14,2.605149924,43.9,5.85,-0.1
2000-12-15,4.81386399,32.5,4.4,0.8
2000-12-16,3.143170017,18.5,5.0,-0.65
2000-12-17,3.482972181,5.3,6.15,-2.45
2000-12-18,2.54851623,0.0,3.25,-3.4000000000000004
2000-12-19,2.067129831,0.0,2.4,-1.05
2000-12-20,1.868911902,7.1,4.0,0.9
2000-12-21,2.406931995,6.6,3.95,-0.15
2000-12-22,6.484557962999999,55.6,3.05,1.05
2000-12-23,8.77822257,18.3,4.45,0.9500000000000001
2000-12-24,6.909310668,1.5,4.95,-1.2000000000000002
2000-12-25,4.898814531,0.0,5.45,-1.75
2000-12-26,3.766140651,0.0,5.25,-1.15
2000-12-27,3.256437405,0.0,8.3,-0.8
2000-12-28,3.058219476,0.0,6.0,-1.35
2000-12-29,3.001585782,0.0,7.15,-1.4
2000-12-30,2.803367853,0.0,5.75,-1.7000000000000002
2000-12-31,2.690100465,1.3,9.55,-0.05
2001-01-01,2.520199383,0.0,6.9,-1.1
2001-01-02,2.378615148,0.0,8.35,0.4
2001-01-03,2.406931995,0.5,5.75,-1.0499999999999998
2001-01-04,2.406931995,0.0,11.5,1.85
2001-01-05,2.54851623,2.8,10.75,1.9500000000000002
2001-01-06,2.378615148,0.0,7.6,-1.25
2001-01-07,2.152080372,0.0,6.3,-1.0499999999999998
2001-01-08,2.095446678,3.6,7.4,2.4000000000000004
2001-01-09,2.010496137,8.9,3.8499999999999996,-0.35
2001-01-10,1.953862443,0.0,5.15,-0.05
2001-01-11,1.755644514,0.0,7.95,0.25
2001-01-12,1.614060279,2.0,6.9,1.9500000000000002
2001-01-13,1.69901082,31.2,3.6,0.05
2001-01-14,1.868911902,6.6,4.300000000000001,-0.05
2001-01-15,1.783961361,0.8,5.949999999999999,-2.6500000000000004
2001-01-16,1.614060279,0.0,3.05,-5.45
2001-01-17,1.500792891,0.0,2.1500000000000004,-5.35
2001-01-18,1.41584235,1.0,4.4,-0.75
2001-01-19,1.783961361,9.7,8.1,-1.2
2001-01-20,1.727327667,0.0,4.85,-1.9
2001-01-21,2.321981454,14.5,6.4,2.1
2001-01-22,2.888318394,0.0,10.1,-0.6
2001-01-23,2.690100465,1.0,5.1,-1.15
2001-01-24,2.520199383,6.1,6.0,1.45
2001-01-25,2.293664607,3.6,2.8499999999999996,-1.15
2001-01-26,2.095446678,0.0,5.15,-2.7
2001-01-27,1.897228749,0.0,4.65,-3.8499999999999996
2001-01-28,1.783961361,0.0,2.95,-4.75
2001-01-29,1.755644514,12.2,5.300000000000001,0.25
2001-01-30,1.614060279,0.5,6.45,-1.45
2001-01-31,1.529109738,0.0,4.9,-3.1500000000000004
2001-02-01,1.472476044,0.0,6.699999999999999,-1.95
2001-02-02,1.614060279,11.4,7.45,2.85
2001-02-03,1.925545596,15.5,6.6,2.55
2001-02-04,2.633466771,3.8,11.55,3.4000000000000004
2001-02-05,3.029902629,2.0,7.050000000000001,-0.5
2001-02-06,2.718417312,0.0,4.95,-1.0
2001-02-07,2.406931995,0.0,6.65,-3.45
2001-02-08,2.208714066,2.8,2.55,-4.3
2001-02-09,2.038812984,0.0,5.699999999999999,-1.6
2001-02-10,1.925545596,4.1,3.8499999999999996,-0.9
2001-02-11,1.812278208,4.3,5.6,-0.65
2001-02-12,1.670693973,0.0,6.65,-2.35
2001-02-13,1.557426585,0.0,6.75,-3.75
2001-02-14,1.500792891,0.0,8.6,-3.65
2001-02-15,1.41584235,0.0,10.75,-2.7
2001-02-16,1.387525503,0.0,9.7,1.1
2001-02-17,1.330891809,0.3,15.149999999999999,0.85
2001-02-18,1.302574962,0.8,11.6,0.9
2001-02-19,1.245941268,0.0,10.600000000000001,-0.5
2001-02-20,1.217624421,13.2,10.9,1.225
2001-02-21,1.444159197,8.4,11.2,2.95
2001-02-22,1.500792891,3.3,10.1,0.35
2001-02-23,1.500792891,2.8,8.1,2.0
2001-02-24,1.472476044,0.0,11.3,-0.9
2001-02-25,1.387525503,0.0,14.15,-1.35
2001-02-26,1.302574962,0.0,14.7,-2.6500000000000004
2001-02-27,1.245941268,0.0,15.7,-3.4
2001-02-28,1.189307574,0.0,12.3,-4.4
2001-03-01,1.302574962,20.6,10.55,-1.95
2001-03-02,1.69901082,2.5,6.2,-0.25
2001-03-03,1.557426585,0.0,8.15,-0.85
2001-03-04,1.500792891,1.0,7.0,-0.25
2001-03-05,1.444159197,0.0,16.15,-0.44999999999999996
2001-03-06,1.387525503,0.0,20.15,-0.35
2001-03-07,1.3592086559999998,0.0,21.1,0.2
2001-03-08,1.41584235,11.7,10.2,2.9
2001-03-09,1.444159197,2.0,9.15,2.1
2001-03-10,1.3592086559999998,0.0,11.25,0.6000000000000001
2001-03-11,1.302574962,0.0,13.2,-0.15000000000000002
2001-03-12,1.245941268,0.0,18.45,-0.55
2001-03-13,1.217624421,0.8,16.9,0.05
2001-03-14,1.217624421,0.3,15.2,0.45
2001-03-15,1.274258115,14.7,6.699999999999999,0.4
2001-03-16,1.274258115,4.3,6.449999999999999,0.2
2001-03-17,1.557426585,24.6,7.35,-0.05
2001-03-18,2.916635241,17.5,11.55,4.699999999999999
2001-03-19,5.521785165,6.9,11.2,5.35
2001-03-20,4.757230296,0.0,17.049999999999997,2.3
2001-03-21,3.766140651,0.0,21.2,-1.45
2001-03-22,3.228120558,0.0,23.4,0.05
2001-03-23,3.086536323,0.0,24.9,3.0
2001-03-24,3.171486864,10.4,21.200000000000003,4.6
2001-03-25,3.794457498,11.4,10.45,4.85
2001-03-26,3.341387946,4.3,8.35,2.5999999999999996
2001-03-27,4.360794438,40.9,7.800000000000001,1.65
2001-03-28,8.268519324,4.6,13.850000000000001,7.1
2001-03-29,6.541191657,0.0,17.5,5.55
2001-03-30,5.238616695,0.0,15.7,5.75
2001-03-31,4.955448225,13.2,11.6,5.75
2001-04-01,4.81386399,1.3,10.7,1.05
2001-04-02,4.162576509,7.1,6.15,0.4
2001-04-03,3.652873263,0.3,11.55,-0.7
2001-04-04,3.228120558,0.0,14.55,-1.0
2001-04-05,2.944952088,9.9,14.95,-2.7
2001-04-06,2.944952088,9.4,5.3,0.9500000000000001
2001-04-07,2.746734159,6.6,8.55,-0.3
2001-04-08,2.605149924,5.1,9.649999999999999,0.0
2001-04-09,2.435248842,0.0,10.100000000000001,-0.5
2001-04-10,2.378615148,25.1,8.0,2.65
2001-04-11,3.143170017,9.7,10.75,0.65
2001-04-12,3.11485317,2.1,12.116666666666667,-0.34999999999999987
2001-04-13,2.8316847,1.0,13.483333333333334,-1.3499999999999996
2001-04-14,2.54851623,0.0,14.850000000000001,-2.3499999999999996
2001-04-15,2.378615148,0.0,21.9,-1.75
2001-04-16,2.406931995,6.4,24.35,0.25
2001-04-17,3.058219476,6.1,17.85,4.800000000000001
2001-04-18,3.313071099,4.8,15.3,4.550000000000001
2001-04-19,3.482972181,3.3,12.75,4.300000000000001
2001-04-20,3.369704793,3.0,12.0,4.0
2001-04-21,3.171486864,0.3,15.149999999999999,5.25
2001-04-22,3.001585782,0.0,14.899999999999999,5.4
2001-04-23,2.8316847,0.0,15.8,4.8
2001-04-24,2.803367853,0.0,26.25,2.05
2001-04-25,3.11485317,0.0,30.5,4.9
2001-04-26,3.284754252,0.5,26.85,7.6
2001-04-27,3.029902629,4.1,21.299999999999997,4.550000000000001
2001-04-28,3.058219476,18.5,8.95,4.1
2001-04-29,2.803367853,3.3,10.95,3.65
2001-04-30,6.059805258,36.8,11.5,4.15
2001-05-01,6.824360126999999,7.1,9.850000000000001,3.2
2001-05-02,5.238616695,0.0,17.55,1.5499999999999998
2001-05-03,4.332477591,0.0,24.75,-1.25
2001-05-04,3.766140651,0.0,25.45,2.45
2001-05-05,3.313071099,0.8,16.950000000000003,1.75
2001-05-06,2.916635241,0.0,23.700000000000003,-0.75
2001-05-07,2.661783618,0.0,30.9,2.4
2001-05-08,2.491882536,0.0,26.15,6.0
2001-05-09,2.293664607,0.0,22.85,4.4
2001-05-10,2.123763525,0.0,26.0,1.5499999999999998
2001-05-11,1.98217929,0.0,33.8,5.2
2001-05-12,1.897228749,0.0,28.65,8.100000000000001
2001-05-13,1.755644514,0.0,23.45,9.3
2001-05-14,2.605149924,70.6,11.8,8.45
2001-05-15,7.050894903,33.8,12.649999999999999,6.85
2001-05-16,7.673865537,1.3,17.35,4.199999999999999
2001-05-17,5.550102012,0.0,19.25,1.7999999999999998
2001-05-18,4.304160744,0.0,22.45,3.25
2001-05-19,3.596239569,0.0,26.35,4.35
2001-05-20,3.086536323,0.0,25.25,5.25
2001-05-21,2.690100465,0.0,34.05,5.15
2001-05-22,2.406931995,0.0,37.75,8.45
2001-05-23,2.180397219,0.0,32.9,11.25
2001-05-24,1.98217929,0.0,31.65,9.35
2001-05-25,1.840595055,0.0,30.7,8.25
2001-05-26,1.727327667,0.0,30.049999999999997,8.899999999999999
2001-05-27,1.614060279,0.0,19.3,5.7
